,Object Number,Is Highlight,Is Public Domain,Is Timeline Work,Object ID,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL
44548,47.18.101,False,False,False,51713,Asian Art,1947,Hanging scroll,,China,Ming dynasty (?) (1368–1644),,,,Artist|Artist,Copy after,Unidentified Artist|Emperor Huizong,"Chinese, 1082–1135; r. 1100–25",,"Unidentified Artist|Huizong, Emperor",Chinese,1082      ,1135      ,|,|http://vocab.getty.edu/page/ulan/500334306,|https://www.wikidata.org/wiki/Q7486,,1368,1644,Hanging scroll; ink and color on silk,67 1/4 x 39 in. (170.8 x 99.1 cm),"From the Collection of A. W. Bahr, Purchase, Fletcher Fund, 1947",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51713,,,"Metropolitan Museum of Art, New York, NY",,
151360,26.31.449,False,False,False,252371,Greek and Roman Art,1926,Head,Head,Cypriot,,,,,,,,,,,,,,,,,,-3900,100,Terracotta,H.: 3 1/2 in. (8.9 cm),"Bequest of Richard B. Seager, 1926",,,,,,,,,,,,Terracottas,,http://www.metmuseum.org/art/collection/search/252371,,,"Metropolitan Museum of Art, New York, NY",,
43749,61.200.56,False,False,True,50828,Asian Art,1961,Vase,清 景德鎮窯五彩刀马人物圖鳳尾瓶|Vase with historical warriors,China,Qing dynasty (1644–1911),,,,,,,,,,,,,,,,,1644,1911,"Porcelain painted with colored enamels over a transparent glaze (Jingdezhen ware)
",H. 27 1/2 in. (69.9 cm); Diam. 11 in. (27.9 cm); Diam. of rim 9 3/4 in. (24.8 cm); Diam. of foot 8 1/4 in. (21 cm),"Bequest of John D. Rockefeller Jr., 1960",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/50828,,,"Metropolitan Museum of Art, New York, NY",Weapons|Men|Horse Riding|Vases,http://vocab.getty.edu/page/aat/300036926|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300249313|http://vocab.getty.edu/page/aat/300132254
10504,26.216.1,False,False,True,11427,The American Wing,1926,Drawing,Head of a Scotsman (from McGuire Scrapbook),American,,,,,Artist,,D. Levine,,,"Levine, D.",,,,,,,,1800,1850,Graphite on off-white wove paper,11 1/16 x 8 9/16 in. (28.1 x 21.7 cm),"Gift of James C. McGuire, 1926",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/11427,,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
142425,74.51.3698,False,False,True,243116,Greek and Roman Art,1874,Pendant,Pendant,,,,,,,,,,,,,,,,,,,-7000,330,"Gold, beryl",Other: 7/16 x 1/4 in. (1.1 x 0.6 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Gold and Silver,,http://www.metmuseum.org/art/collection/search/243116,,,"Metropolitan Museum of Art, New York, NY",Pendants,http://vocab.getty.edu/page/aat/300046002
30305,13.100.78,False,False,True,35991,Asian Art,1913,Folding fan mounted as an album leaf,,China,late Ming (1368–1644)–early Qing (1644–1911) dynasty,,,,Artist|Artist,After,Chen Hongshou|Unidentified Artist,"Chinese, 1598–1652",,Chen Hongshou|Unidentified Artist,Chinese,1598      ,1652      ,|,http://vocab.getty.edu/page/ulan/500315780|,https://www.wikidata.org/wiki/Q588110|,,1368,1911,Folding fan mounted as an album leaf; ink on paper,6 3/8 x 19 7/8 in. (16.2 x 50.5 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Calligraphy,,http://www.metmuseum.org/art/collection/search/35991,,,"Metropolitan Museum of Art, New York, NY",Fans|Calligraphy,http://vocab.getty.edu/page/aat/300258857|http://vocab.getty.edu/page/aat/300266660
151690,26.199.139,False,False,True,252707,Greek and Roman Art,1926,Vase fragment,Vase fragment,"East Greek/Sardis, Lydian",Geometric,,,,,,,,,,,,,,,,,-1050,-700,Terracotta,Overall: 4 7/16 x 3 9/16in. (11.3 x 9cm),"Gift of The American Society for the Excavation of Sardis, 1926",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/252707,,,"Metropolitan Museum of Art, New York, NY",,
471510,2019.592.590,False,False,False,836130,Drawings and Prints,2019,,"A Branch of the Seine, Chantemesle",,,,,,Artist,,Edith Lawrence,"British, Surrey 1890–1973",,"Lawrence, Edith",,1890      ,1973      ,,,,,0,0,,Sheet: 16 × 22 in. (40.6 × 55.9 cm),"Purchase, Leslie and Johanna Garfield Gift, Lila Acheson Wallace, Charles and Jessie Price, and David T Schiff Gifts, The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, Dolores Valvidia Hurlburt Bequest, Peco Foundation and Friends of Drawings and Prints Gifts, and funds from various donors, 2019",,,,,,,,,,,,(not assigned),,http://www.metmuseum.org/art/collection/search/836130,,,"Metropolitan Museum of Art, New York, NY",,
37534,02.18.261,False,False,True,43669,Asian Art,1902,Knife,,"North America (Alaska, Kotzebue Sound)",Prehistoric,,,,,,,,,,,,,,,,,1902,1902,Nephrite,H. 7/16 in. (1.1 cm); W. 7/8 in. (2.2 cm); D. 3/16 in. (.5 cm),"Gift of Heber R. Bishop, 1902",,,,,,,,,,,,Jade,,http://www.metmuseum.org/art/collection/search/43669,,,"Metropolitan Museum of Art, New York, NY",,
295667,62.122.129,False,False,True,436469,European Paintings,1962,"Painting, miniature",Portrait of a Woman,,,,,,Artist,,German Painter,ca. 1810,,German Painter,German,,,,,,,1805,1815,Ivory,"Oval, 2 1/4 x 1 7/8 in. (59 x 49 mm)","Bequest of Millie Bruhl Fredrick, 1962",,,,,,,,,,,,Miniatures,,http://www.metmuseum.org/art/collection/search/436469,https://www.wikidata.org/wiki/Q19914085,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
38229,"1994.605.87a, b",False,False,True,44387,Asian Art,1994,Figures,東漢 彩繪陶舞俑（兩件）|Rustic Dancers,China,Eastern Han dynasty (25–220),,,,,,,,,,,,,,,,,25,220,Earthenware with traces of pigment,"a: H. 6 1/2 in. (16.5 cm); W. 3 3/4 in. (9.5 cm); D. 3 3/8 in. (8.6 cm)
b: H. 6 in. (15.2 cm); W. 5 1/2 in. (14 cm); D. 3 in. (7.6 cm)","Charlotte C. and John C. Weber Collection, Gift of Charlotte C. and John C. Weber, 1994",,,,,,,,,,,,Tomb Pottery,,http://www.metmuseum.org/art/collection/search/44387,,,"Metropolitan Museum of Art, New York, NY",Dance|Dancers,http://vocab.getty.edu/page/aat/300417581|http://vocab.getty.edu/page/aat/300025653
36720,11.190.80,False,False,True,42847,Asian Art,1911,Girdle ring,,China,Han dynasty (206 B.C.–A.D. 220),,,,,,,,,,,,,,,,,-206,220,Jade,Diam. 3 1/8 in. (7.9 cm); Th. 3/4 in. (1.9 cm),"Gift of Samuel T. Peters, 1911",,,,,,,,,,,,Jade,,http://www.metmuseum.org/art/collection/search/42847,,,"Metropolitan Museum of Art, New York, NY",Rings,http://vocab.getty.edu/page/aat/300046012
48477,02.18.797,False,False,True,56195,Asian Art,1902,Table screen,玉插屏|Table screen,China,"Qing dynasty (1644–1911), Jiaqing period (1796–1820)",,,,,,,,,,,,,,,,,1796,1820,"Jadeite, pale green mottled with clouds of varied tint passing from grey to greyish-green suffused in parts with a purplish tint",H. 12 1/2 in. (31.8 cm); W. 9 1/2 in. (24.1 cm); D. 5/16 in. (0.8 cm),"Gift of Heber R. Bishop, 1902",,,,,,,,,,,,Jade,,http://www.metmuseum.org/art/collection/search/56195,,,"Metropolitan Museum of Art, New York, NY",Elephants|Screens,http://vocab.getty.edu/page/aat/300250160|http://vocab.getty.edu/page/aat/300037737
40304,79.2.1129,False,False,True,46802,Asian Art,1879,Cup,,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",,,,,,,,,,,,,,,,,1662,1722,"Porcelain with colored glaze in the ""egg-and-spinach"" pattern",H. 1 5/8 in. (4.1 cm); Diam. 2 3/4 in. (7 cm),"Purchase by subscription, 1879",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/46802,,,"Metropolitan Museum of Art, New York, NY",Cups,http://vocab.getty.edu/page/aat/300043202
40142,14.58.72,False,False,True,46597,Asian Art,1914,Figure,,China,"Qing dynasty (1644–1911), Qianlong period (1736–95)",,,,,,,,,,,,,,,,,1736,1795,Porcelain,H. 11 3/8 in. (28.9 cm),"Bequest of John L. Cadwalader, 1914",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/46597,,,"Metropolitan Museum of Art, New York, NY",Birds|Sculpture,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300047090
10481,26.216.47,False,False,True,11399,The American Wing,1926,Drawing,Landscape (from McGuire Scrapbook),American,,,,,Artist,,Charles Lanman,1819–1895,,"Lanman, Charles",,1819      ,1895      ,,http://vocab.getty.edu/page/ulan/500025128,,,1845,1895,Graphite on white wove paper,2 3/4 x 4 1/2 in. (7 x 11.4 cm),"Gift of James C. McGuire, 1926",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/11399,,,"Metropolitan Museum of Art, New York, NY",Landscapes|Trees,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300132410
38152,1994.605.9,False,False,True,44310,Asian Art,1994,Bead,,China,"Eastern Zhou dynasty, Warring States period (475–221 B.C.)",,,,,,,,,,,,,,,,,-471,-231,Glass,"W. 5/8 in. (1.6 cm); L. 3 1/2 in. (8.9 cm)
","Charlotte C. and John C. Weber Collection, Gift of Charlotte C. and John C. Weber, 1994",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/44310,,,"Metropolitan Museum of Art, New York, NY",Beads,http://vocab.getty.edu/page/aat/300234006
150232,22.139.18,False,False,True,251196,Greek and Roman Art,1922,Axehead or chisel ?,Bronze chisel,,,,,,,,,,,,,,,,,,,-7000,330,Bronze,Other: 2 3/16 x 5 3/4 in. (5.6 x 14.6 cm),"Rogers Fund, 1922",,,,,,,,,,,,Bronzes,,http://www.metmuseum.org/art/collection/search/251196,,,"Metropolitan Museum of Art, New York, NY",Tools and Equipment,http://vocab.getty.edu/page/aat/300022238
45251,69.99,False,False,True,52531,Asian Art,1969,Head,漢 綠釉陶羊頭|Ram's Head,China,Han dynasty (206 B.C.–A.D. 220),,,,,,,,,,,,,,,,,-206,220,Pottery with green glaze,H. 5 3/4 in. (14.6 cm); W. 4 1/2 in. (11.4 cm); D. 5 1/4 in. (13.3 cm),"Gift of Mrs. W. Murray Crane, 1969",,,,,,,,,,,,Tomb Pottery,,http://www.metmuseum.org/art/collection/search/52531,,,"Metropolitan Museum of Art, New York, NY",Rams,http://vocab.getty.edu/page/aat/300250287
152893,41.160.862,False,False,False,253951,Greek and Roman Art,1941,Intaglio,Intaglio,Roman,,,,,,,,,,,,,,,,,,-670,330,"Jasper, red",Other: 1/2 x 7/16 x 1/8 in. (1.3 x 1.1 x 0.3 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Gems,,http://www.metmuseum.org/art/collection/search/253951,,,"Metropolitan Museum of Art, New York, NY",,
145249,95.15.228,False,False,True,245978,Greek and Roman Art,1895,Pendant with chains and balls,Pendant with chains and balls,Etruscan,,,,,,,,,,,,,,,,,,-900,-100,Gold,Other: 1 13/16 in. (4.6 cm),"Purchase by subscription, 1895",,,,,,,,,,,,Gold and Silver,,http://www.metmuseum.org/art/collection/search/245978,,,"Metropolitan Museum of Art, New York, NY",Pendants,http://vocab.getty.edu/page/aat/300046002
51676,"32.100.449a, b",False,False,True,59899,Asian Art,1932,Incense burner,,China,"Qing dynasty (1644–1911), Qianlong period (1736–95)",,,,,,,,,,,,,,,,,1736,1795,Jade,H. (with cover) 5 1/8 in. (13 cm); L. 7 1/2 in. (19.1 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Jade,,http://www.metmuseum.org/art/collection/search/59899,,,"Metropolitan Museum of Art, New York, NY",Incense Burners,http://vocab.getty.edu/page/aat/300198817
46236,53.101.7,False,False,True,53841,Asian Art,1953,Stencil,,Japan,Edo period (1615–1868),,,,,,,,,,,,,,,,,1615,1868,Paper,30 1/4 x 16 3/4 in. (76.8 x 42.5 cm),"Gift of Clarence McKenzie Lewis, 1953",,,,,,,,,,,,Stencils,,http://www.metmuseum.org/art/collection/search/53841,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399
44783,10.202.18,False,False,True,51974,Asian Art,1910,Tile,,China,Qin–Han dynasty (221 B.C.–A.D. 220),,,,,,,,,,,,,,,,,-221,220,Earthenware,H. 2 in. (5.1 cm); W. 10 1/8 in. (25.7 cm); D. 5 1/8 in. (13 cm),"Rogers Fund, 1910",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/51974,,,"Metropolitan Museum of Art, New York, NY",,
141954,74.51.3212,False,False,True,242645,Greek and Roman Art,1874,"Earring with nail head pendant, 12","Earring with nail head pendant, 12",Cypriot,,,,,,,,,,,,,,,,,,-3900,100,Gold,Other: 9/16 x 3/8 x 1 1/16 in. (1.4 x 1 x 2.8 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Gold and Silver,,http://www.metmuseum.org/art/collection/search/242645,,,"Metropolitan Museum of Art, New York, NY",Earrings,http://vocab.getty.edu/page/aat/300045998
60164,43.91,False,False,False,69541,Asian Art,1943,"Robe, Imperial Dragon",,China,"Qing dynasty (1644–1911), Qianlong period (1736–95)",,,,,,,,,,,,,,,,,1736,1795,"Silk, metallic thread",54 x 72 in. (137.16 x 182.88 cm),"Rogers Fund, 1943",,,,,,,,,,,,Costumes-Embroidered,,http://www.metmuseum.org/art/collection/search/69541,,,"Metropolitan Museum of Art, New York, NY",,
45363,50.145.312,False,False,False,52650,Asian Art,1950,Jar,,China,Song dynasty (960–1279),,,,,,,,,,,,,,,,,960,1279,Pottery (Jun ware),H. 3 13/16 in. (9.7 cm),"Bequest of Mary Stillman Harkness, 1950",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/52650,,,"Metropolitan Museum of Art, New York, NY",,
52923,"49.135.4a, b",False,False,True,61236,Asian Art,1949,Covered vessel,,China,Shang dynasty (ca. 1600–1046 B.C.),,,,,,,,,,,,,,,,,-1600,-1046,Bronze,H. 9 in. (22.9 cm); W. 5 1/16 in. (12.9 cm) D. 5 9/16 in. (14.1 cm),"Bequest of Addie W. Kahn, 1949",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/61236,,,"Metropolitan Museum of Art, New York, NY",,
34759,29.110.83,False,False,True,40736,Asian Art,1929,Bottle,,China,Ming dynasty (1368–1644),,,,,,,,,,,,,,,,,1368,1644,Cloisonné enamel on copper,H. 5 1/2 in. (14 cm),"Gift of Edward G. Kennedy, 1929",,,,,,,,,,,,Cloisonné,,http://www.metmuseum.org/art/collection/search/40736,,,"Metropolitan Museum of Art, New York, NY",Bottles,http://vocab.getty.edu/page/aat/300045627
148392,17.194.48,False,False,False,249293,Greek and Roman Art,1917,Intaglio,Glass intaglio,Greek or Roman,,,,,,,,,,,,,,,,,,-7000,330,"Glass, brown paste",Other: 7/8 x 7/8 x 1/4 in. (2.2 x 2.3 x 0.6 cm),"Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Gems,,http://www.metmuseum.org/art/collection/search/249293,,,"Metropolitan Museum of Art, New York, NY",,
151655,26.199.104,False,False,True,252672,Greek and Roman Art,1926,Lagynos fragment,Lagynos fragment,,Hellenistic,,,,,,,,,,,,,,,,,-323,31,Terracotta,Overall: 1 3/8 x 1 5/8in. (3.5 x 4.2cm),"Gift of The American Society for the Excavation of Sardis, 1926",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/252672,,,"Metropolitan Museum of Art, New York, NY",,
41857,61.200.63,False,False,True,48740,Asian Art,1961,Vase,清康熙   景德鎮窯五彩仕女嬰戯圖棒槌瓶|Vase with women and boys in a garden,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",,,,,,,,,,,,,,,,,1662,1722,Porcelain painted with overglaze polychrome enamels (Jingdezhen ware),H. 28 7/8 in. (73.3 cm); W. 9 in. (22.9 cm); Diam. of rim: 6 in. (15.2 cm); Diam. of foot: 8 in. (20.3 cm),"Bequest of John D. Rockefeller Jr., 1960",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/48740,,,"Metropolitan Museum of Art, New York, NY",Vases,http://vocab.getty.edu/page/aat/300132254
45382,47.69.1,False,False,True,52678,Asian Art,1947,Bowl within sagger,,China,Jin (1115–1234)–Yuan (1271–1368) dynasty,,,,,,,,,,,,,,,,,1271,1368,Pottery (hard Jun type),H. 5 in. (12.7 cm); Diam. 10 in. (25.4 cm),"Rogers Fund, 1947",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/52678,,,"Metropolitan Museum of Art, New York, NY",Bowls,http://vocab.getty.edu/page/aat/300203596
9649,1978.138,False,False,False,10429,The American Wing,1978,Drawing,The Connoisseur,American,,,,,Artist,,Jefferson D. Chalfant,1856–1931,,"Chalfant, Jefferson D.",,1856      ,1931      ,,http://vocab.getty.edu/page/ulan/500007461,https://www.wikidata.org/wiki/Q6175452,,1856,1931,Graphite on paper,9 3/16 x 7 3/16 in. (23.3 x 18.3 cm),"Purchase, Hanson K. Corning Gift, by exchange, 1978",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/10429,,,"Metropolitan Museum of Art, New York, NY",Men|Profiles,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319
290182,47.100.1209,False,False,True,428261,Drawings and Prints,1947,Print,The Ruinous Cottage,,,,,,Artist,,Allart van Everdingen,"Dutch, Alkmaar 1621–1675 Amsterdam",,"Everdingen, Allart van",Dutch,1621      ,1675      ,,http://vocab.getty.edu/page/ulan/500115159,,,1621,1675,Engraving; second state of two,"Plate: 3 9/16 × 5 11/16 in. (9.1 × 14.5 cm)
Sheet: 3 15/16 in. × 6 in. (10 × 15.2 cm)","Harris Brisbane Dick Fund, 1947",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/428261,,,"Metropolitan Museum of Art, New York, NY",Human Figures|Houses|Ruins|Trees,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300005433|http://vocab.getty.edu/page/aat/300008057|http://vocab.getty.edu/page/aat/300132410
142019,74.51.3277,False,False,True,242710,Greek and Roman Art,1874,"Bead, plaque from a necklace","Bead, plaque from a necklace",Cypriot,,,,,,,,,,,,,,,,,,-3900,100,Silver,Other: 13/16 x 1 7/16 x 5/16 in. (2.1 x 3.7 x 0.8 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Gold and Silver,,http://www.metmuseum.org/art/collection/search/242710,,,"Metropolitan Museum of Art, New York, NY",,
145805,96.18.33,False,False,True,246560,Greek and Roman Art,1896,Squat lekythos,Squat lekythos,"Greek, South Italian, Apulian",,,,,,,,,,,,,,,,,,-7000,-30,Terracotta,7 3/4in. (19.7cm),"Purchase by subscription, 1896",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/246560,,,"Metropolitan Museum of Art, New York, NY",Jugs,http://vocab.getty.edu/page/aat/300045685
469069,2019.193.60,False,False,False,828425,Asian Art,2019,Figure,,Japan,Genroku period (1688–1704),,,,,,,,,,,,,,,,,0,0,Porcelain with polychrome and gold (Imari ware),H. 20 in. (50.8 cm),"Gift of Florence and Herbert Irving, 2019",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/828425,,,"Metropolitan Museum of Art, New York, NY",,
142900,74.51.4178,False,False,False,243591,Greek and Roman Art,1874,Ring with scarab,Silver ring with scarab,,,,,,,,,,,,,,,,,,,-7000,330,"Silver, paste","Other: 3/8 x 5/16 x 1/16 in. (0.9 x 0.7 x 0.2 cm)
Other (width of ring): 3/4 in. (1.9 cm)","The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Gems|Gold and Silver,,http://www.metmuseum.org/art/collection/search/243591,,,"Metropolitan Museum of Art, New York, NY",,
279713,1985.1123.28(4),False,False,False,416194,Drawings and Prints,1985,Print,Croquis russes,,,,,,Artist|Publisher|Artist,After,"Vasilii Timm|Daziaro, Moscow and St. Petersburg|Vasilii Shternberg","Russian, 1820–1895|Ukrainian, 1818–1845",,"Timm, Vasilii|Daziaro|Shternberg, Vasilii",Russian|Ukrainian,1820      |1818      ,1895      |1845      ,||,||,||,,1840,1895,Lithography,"Sheet: 11 7/16 x 16 9/16 in. (29 x 42.1 cm)
Image: 8 13/16 x 11 7/8 in. (22.4 x 30.2 cm)","Gift of Weston J. Naef, 1985",,Moscow and St. Petersburg,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/416194,,,"Metropolitan Museum of Art, New York, NY",,
297320,2009.400.1,False,False,False,440344,European Paintings,2009,Painting,Oak Tree in a Mountainous Landscape,,,,,,Artist,,German Painter,19th century,,German Painter,German,,,,,,,1800,1899,"Oil on paper, laid down on cardboard",14 1/2 x 18 7/8 in. (36.8 x 47.9 cm),"Thaw Collection, Jointly Owned by The Metropolitan Museum of Art and The Morgan Library & Museum, Gift of Eugene V. Thaw, 2009",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/440344,https://www.wikidata.org/wiki/Q19913530,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes|Oaks,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294
45295,11.7.3,False,False,True,52576,Asian Art,1911,Figure,,China,Tang dynasty (618–907),,,,,,,,,,,,,,,,,618,907,Earthenware with brown glaze,H. 1 1/2 in. (3.8 cm),"GIft of Sadajiro Yamanaka, 1911",,,,,,,,,,,,Tomb Pottery,,http://www.metmuseum.org/art/collection/search/52576,,,"Metropolitan Museum of Art, New York, NY",Dogs,http://vocab.getty.edu/page/aat/300265714
58992,19.93.69,False,False,True,68369,Asian Art,1919,Altar Cloth,,Japan,Edo period (1615–1868),,,,,,,,,,,,,,,,,1716,1736,"Silk, metallic thread",26 x 26 in. (66.04 x 66.04 cm),"Purchase, Joseph Pulitzer Bequest, 1919",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/68369,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399
256173,1979.668.6,False,False,True,389366,Drawings and Prints,1979,Drawing,"Studies of Female Nude, Hands, and Male Torso (recto); Landscape (verso)",,,,,,Artist,,Félicien Rops,"Belgian, Namur 1833–1898 Essonnes",,"Rops, Félicien",Belgian,1833      ,1898      ,,http://vocab.getty.edu/page/ulan/500020047,,,1833,1898,Pen and brown ink on paper,sheet: 5 3/8 x 8 1/4 in. (13.7 x 21 cm),"Gift of Mr. & Mrs. Albert Broccoli, 1979",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/389366,,,"Metropolitan Museum of Art, New York, NY",Feet|Hands|Female Nudes,http://vocab.getty.edu/page/aat/300310200|http://vocab.getty.edu/page/aat/300310193|http://vocab.getty.edu/page/aat/300189568
142359,74.51.3630,False,False,True,243050,Greek and Roman Art,1874,Pendant in the form of a vase,Pendant in the form of a vase,,,,,,,,,,,,,,,,,,,-7000,330,Gold,Height: 5/16 x 1/4 in. (0.7 x 0.7 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Gold and Silver,,http://www.metmuseum.org/art/collection/search/243050,,,"Metropolitan Museum of Art, New York, NY",Pendants|Vases,http://vocab.getty.edu/page/aat/300046002|http://vocab.getty.edu/page/aat/300132254
44514,47.18.64,False,False,True,51679,Asian Art,1947,Fan mounted as an album leaf,,China,Ming dynasty (1368–1644),,,,Artist|Artist,Formerly Attributed to,Unidentified Artist|Hao Cheng,"Chinese, early 11th century",,Unidentified Artist|Hao Cheng,Chinese,1000      ,1035      ,|,|,|,,1000,1035,Fan mounted as an album leaf; ink and color on silk,8 5/8 x 9 3/16 in. (21.9 x 23.3 cm),"From the Collection of A. W. Bahr, Purchase, Fletcher Fund, 1947",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51679,https://www.wikidata.org/wiki/Q78803041,,"Metropolitan Museum of Art, New York, NY",Drunkenness|Men|Servants,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025874
149674,17.230.71,False,False,True,250604,Greek and Roman Art,1917,Ear pick or Ligula,Ear pick or Ligula,Roman,,,,,,,,,,,,,,,,,,-670,330,Bronze,Other: 5 3/16 in. (13.2 cm),"Rogers Fund, 1917",,,,,,,,,,,,Bronzes,,http://www.metmuseum.org/art/collection/search/250604,,,"Metropolitan Museum of Art, New York, NY",,
142296,74.51.3550,False,False,True,242987,Greek and Roman Art,1874,Frontlet of gold leaf,Frontlet of gold leaf,,,,,,,,,,,,,,,,,,,-7000,330,Gold,Other: 1 5/16 × 3 3/4 in. (3.4 × 9.5 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Gold and Silver,,http://www.metmuseum.org/art/collection/search/242987,,,"Metropolitan Museum of Art, New York, NY",Leaves,http://vocab.getty.edu/page/aat/300011892
145301,95.15.287,False,False,True,246034,Greek and Roman Art,1895,Pendant with ball,Pendant with ball,Etruscan,,,,,,,,,,,,,,,,,,-900,-100,Gold,Diameter: 3/8 × 1 3/8 in. (1 × 3.5 cm),"Purchase by subscription, 1895",,,,,,,,,,,,Gold and Silver,,http://www.metmuseum.org/art/collection/search/246034,,,"Metropolitan Museum of Art, New York, NY",Pendants,http://vocab.getty.edu/page/aat/300046002
149484,17.194.2063,False,False,True,250407,Greek and Roman Art,1917,Vase fragment,Vase fragment,"Roman, Gaul",,,,,,,,,,,,,,,,,,-120,300,Terracotta,"Height: 3 5/8 in. (9.2 cm)
Width: 2 1/8 in., 3086.47167 gr (5.4 × 0.2 cm)","Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/250407,,,"Metropolitan Museum of Art, New York, NY",,
434113,2016.761.28,False,False,False,744352,Drawings and Prints,2016,Print,Three Men (Lithograph #60),,,,,,Artist,,William Samuel Schwartz,"American, Smorgon, Belarus 1896–1977 Chicago",,"Schwartz, William Samuel",,1896      ,1977      ,,http://vocab.getty.edu/page/ulan/500017787,,,1929,1940,Lithograph,Sheet: 16 × 22 7/8 in. (40.6 × 58.1 cm),"Gift of Mr. and Mrs. Stuart P. Feld, 2016",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/744352,,,"Metropolitan Museum of Art, New York, NY",Men|Landscapes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300132294
429095,30.82.241,False,False,True,736589,Drawings and Prints,1930,Print,Veil of Veronica,,,,,,Artist,,Anonymous,,,Anonymous,,,,,,,,0,0,Woodcut,Sheet: 4 13/16 × 3 3/8 in. (12.2 × 8.5 cm),"Gift of Jean Charlot, 1930",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/736589,,,"Metropolitan Museum of Art, New York, NY",,
