class,class_name,title,description
3,Business,"Algonquin Power, Microcell, Telus: Canadian Equity Preview",The following is a list of companies whose shares may make gains or losses in the Canadian market. This preview includes news that broke after markets closed Tuesday.
2,Sports,Blatter Blasts Beckham over Booking,FIFA president Sepp Blatter has strongly condemned David Beckhams decision to seek a yellow card during Englands clash with Wales on Saturday.
4,Sci/Tech,Technical problems subside at online payment service PayPal,"SAN JOSE, Calif. The online payment service PayPal says it #39;s been able to fix most of the technical problems that have plagued the company for the past five days."
1,World,TAIWAN WILL PATIENTLY WAIT FOR GOODWILL RESPONSE FROM BEIJING: MAC,"Taipei, Oct. 13 (CNA) The Republic of China government will patiently wait for a goodwill response from mainland China to its peace overture, Mainland Affairs Council (MAC) Vice Chairman Chiu Tai-san said Wednesday."
1,World,Religious Meeting in Indonesia Aims to Blunt Radicals," YOGYAKARTA, Indonesia (Reuters) - Indonesia's president  will open an international religious conference in the world's  most populous Muslim nation on Monday aimed at sending a  message of moderation in the region's battle against violent  religious radicalism."
1,World,Jackson anger over Eminem video,"Michael Jackson asks TV stations to stop playing Eminem's new video, which ridicules the pop legend."
2,Sports,US Is One Win From Final Round,"Just as US national soccer team coach Bruce Arena had predicted many months ago, the semifinal round of qualifying for the 2006 World Cup has been riddled with treacherous road trips and perplexing "
3,Business,Philippine Shares End Higher,"Philippine shares ended marginally higher Wednesday on a technical recovery, successfully shrugging off a sluggish performance at the start of the session caused by a sell-off in Metro Pacific shares, traders said."
1,World,Bid to save Ivorian disarmament,"Ivory Coast's political rivals are to meet to try to save the disarmament process, which is supposed to start on Friday."
2,Sports,MANAGER PROFILE: Micky Adams,Micky Adams has been rightly regarded as one of the brightest young managers in English football over the last number of years. His glowing coaching reputation has been bore out of a playing career which was 
4,Sci/Tech,From spam king to spymaster,"In what could prove to be one of the great second acts in Internet history, erstwhile king of spam Sanford Wallace takes center stage this week as exhibit A in a federal crackdown on invasive online advertising software."
4,Sci/Tech,Microsoft tells users to patch 21 new flaws in Windows (USATODAY.com),USATODAY.com - Microsoft on Tuesday issued 10 security advisories - seven of them critical - urging consumers and businesses to patch 21 new flaws in Windows software products.
2,Sports,Radcliffe hopes to run in Beijing,"Marathon world record holder Paula Radcliffe, undaunted by her disastrous showing at the Athens Olympics, hopes to run in Beijing in four years and possibly even at the 2012 Games."
3,Business,Harley-Davidson Posts Higher Profit," CHICAGO (Reuters) - Motorcycle maker Harley-Davidson Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HDI.N target=/stocks/quickinfo/fullquote""&gt;HDI.N&lt;/A&gt; roared to record quarterly earnings on Wednesday,  boosted by more efficient operations and demand for its new  models."
4,Sci/Tech,Schools Must Help in Fight Against Obesity,"By Amanda Gardner, HealthDay Reporter    HealthDayNews -- Health experts are trying to move the nation's battle of the bulge to an important new front: the schools.    Schools need to be more active in teaching heart-healthy behavior and they should offer more physical education and healthful meals, a new American Heart Association statement urges..."
1,World,Pakistani Tribesmen Fail to Secure Release of Chinese Hostages,"A delegation of Pakistani tribal elders has met with the leader of al-Qaida-linked militants holding two Chinese engineers hostage, but failed to secure their release."
4,Sci/Tech,Investors Flocking to Web Networking Sites,"By MICHAEL LIEDTKE    SAN FRANCISCO (AP) -- Internet whiz kids Marc Andreessen, Josh Kopelman and Joe Kraus share something in common besides reaping huge jackpots during the dot-com boom.    All three belong to LinkedIn, a rapidly growing online networking service whose ability to connect people with common friends and work interests helped persuade the trio to invest in the company before it even started to generate revenue..."
4,Sci/Tech,Click Fraud Threatens Web,"Someone could make the argument that watchdogs have better things to do. But click fraud -- endlessly clicking on ads to generate cash or hurt a competitor -- is a serious threat to the web business, and no one's doing much about it. Commentary by Adam L. Penenberg."
2,Sports,Kaif recalled to bolster Indian batting,India have recalled one-day specialist Mohammad Kaif in a bid to beef up their batting order for the second test against Australia starting on Thursday.
2,Sports,Who? Who? And Clemens,The Houston Astros and their fans patiently waited 42 years before winning their first post-season series on Monday and what do they get for a payoff?
1,World,Congress Leads Exit Polls in Key Indian State (Reuters),"Reuters - India's ruling center-left Congress\party was heading for victory in elections in the key western\state of Maharashtra that the heart of business and Bollywood,\television exit polls showed on Wednesday."
4,Sci/Tech,FDA Approves Use of Chip in Patients (AP),"AP - The Food and Drug Administration on Wednesday approved an implantable computer chip that can pass a patient's medical details to doctors, speeding care."
4,Sci/Tech,Is Interest in Online Music Fading?,"Research firm NPD Group says that, while Apple Computer #39;s ITunes service remains the clear market leader in the sector, the number of paying customers using such services has declined since April."
3,Business,Bank of Montreal to expand Harris,"Bank of Montreal, Canada #39;s fifth largest bank, said Wednesday it plans to buy privately held Mercantile Bancorp Inc., as well as the stock of Lake Commercial Corp."
1,World,Nigerian Strike Set to Drag Into Fourth Day (Reuters),Reuters - A general strike in Nigeria which has\raised fears over oil supplies was set to enter a fourth day\after a court rebuffed a government request to declare it\illegal on Wednesday.
3,Business,Three Picks For A Communications Rebound,"Deutsche Bank Securities said the communications-equipment sector is likely to report weak third-quarter results, though  quot;given the extent of negative sentiment among investors, we do not believe this will represent much of a surprise."
2,Sports,"Wednesday, October 13th - 7:30 pm (et)","GAME NOTES: The surprising Connecticut Huskies welcome their first-ever ranked opponent to the friendly confines of Rentschler Field, as they play host to the "
3,Business,"GM Set to Cut About 10,000 Jobs - Source"," FRANKFURT (Reuters) - General Motors will cut around 10,000  jobs in Europe in a drive to save some 500 million euros  (\$613.4 million) a year and return its loss-making operations  there to profit, a company source said on Wednesday."
4,Sci/Tech,Russian-US crew prepares for launch to international space station,"All three men heading to the international space station in a Russian-built Soyuz spacecraft this Thursday will be riding the tiny craft for the first time, breaking with 30 years of tradition."
3,Business,Moody #39;s may cut HCA #39;s rating deeper into junk,"Moody #39;s Investors Service on Wednesday said it may cut its bond ratings on HCA Inc. (HCA.N: Quote, Profile, Research) deeper into junk, citing the hospital operator #39;s plan to buy back about \$2."
4,Sci/Tech,Briefly: HP to sell PathScale compilers,roundup Plus: Open-source Web tools company nets VC funding...SAP spiffs up small business programs...Piracy crackdown yields \$2.2 million...Sun draws Nvidia graphics into Solaris.
4,Sci/Tech,Google launches UK version of Froogle,"Google, the giant Internet search engine, is launching a British version of its shopping comparison site Froogle, the Guardian reported Wednesday."
3,Business,Ban for former Ahold executives,Dutch food retailer Ahold and three former top executives have agreed to settle fraud charges related to \$1bn overstatement of profits.
3,Business,Federal reserve bank chief finalist for A amp;M job,Texas A amp;M University System regents selected the president of the Federal Reserve Bank of Dallas as the sole finalist for its chancellorship today.
4,Sci/Tech,Adobe Ships New Version Of Photoshop Elements,"Adobe Systems Inc. on Wednesday released an upgrade of its consumer-focused photo-editing software, which has been enhanced with new features for improving photo quality."
1,World,Mothers of Russian GIs Appeal to Rebels (AP),"AP - A group of Russian mothers, desperate for peace in Chechnya, told rebels in the breakaway region Wednesday they were ready to mediate peace between the government and militants fighting a decade-long battle for independence."
3,Business,Allstate Sees Q3 Well Below Views,Allstate Corp. on Wednesday warned its third-quarter profit would be a fraction of Wall Street expectations after the insurance firm said it sees more than \$1 billion in catastrophic losses from recent hurricanes.
1,World,Germany in EU dock over Volkswagen law,The European Commission has begun legal action against Germany over the so-called  quot;Volkswagen law quot; which protects the carmaker from hostile takeovers.
4,Sci/Tech,Birding Column: Appreciating Non-Native Ducks and Geese,"While ""serious"" birders in the U.S. disdain non-native ducks and geese, one birding columnist enjoys observing the many species that have made California their home."
4,Sci/Tech,SCO plans own Web site as alternative to Groklaw,"The SCO Group Inc. is setting up a Web site to cover the latest happenings in its many legal disputes and as an alternative to the Groklaw.net, a popular Web site that has been highly critical of the company."
4,Sci/Tech,IBM chip chief now managing intellectual property,"High rate of patents, open-source age increase importance of intellectual property issues."
4,Sci/Tech,"Scientists, Patients Fight UN Stem Cell Study Ban (Reuters)",Reuters - A coalition of 125 scientific\and patients' groups urged the United Nations on Wednesday to\reject a global ban on stem cell research sought by the Bush\administration and more than 50 other countries.
2,Sports,Bettman engages fans in online chat,(CP) - NHL commissioner Gary Bettman spent part of his afternoon Wednesday answering questions from fans about the league #39;s lockout rather than preparing for opening night.
1,World,Howard to attend Yudhoyono inauguration,Prime Minister John Howard will travel to Indonesia later this month to attend the inauguration of new Indonesian President Susilo Bambang Yudhoyono.
4,Sci/Tech,Disney Launches a Trio of Titles,Disney Interactive has shipped three new Game Boy Advance titles based on hit Disney Channel shows. Info from the press release (because we #39;re too lazy to rewrite this stuff today) ---.
4,Sci/Tech,Mac Takes Honors as Best Unix Desktop (Ziff Davis),"Ziff Davis - Opinion: GNOME is nice, KDE is fine and the forthcoming Looking Glass may be wonderful, but the best Unix desktop is the one in the Macintosh."
1,World,"Bush, Kerry Open Final Debate in Arizona","TEMPE, Ariz. - President Bush and challenger John Kerry opened their third and final debate on Wednesday as each candidate hoped to stamp a last favorable impression on millions of voters before Elecion day..."
2,Sports,"Once again, Warnes bowling the wrong line",Who would have believed it? That Shane Warne would act like a dumb blond and forget that he had a role to play in Australias Bangalore victory.
1,World,Haitian ex-soldiers head for capital in confrontation with &lt;b&gt;...&lt;/b&gt;,Ex-soldiers who ousted Haitian President Jean-Bertrand Aristide in a deadly revolt said reinforcements are advancing on the capital to halt violence that has killed at least 48 people - a move that threatens conflict with 
2,Sports,Ganguly feeling the pressure,"Sourav Ganguly appears to be travelling incognito when he is blinking boyishly behind his Harry Potter specs, unrecognisable from the gnarled and uncompromising cricketer and captain who stared out Steve Waugh in India three years ago."
2,Sports,Race Is Wide Open,"As Howard prepares to play its final six games, all against MEAC opponents, the Bison find themselves in the thick of the conference race."
4,Sci/Tech,BYTE OF THE APPLE,Apple lost one war to Microsoft by not licensing its Mac operating system. It may repeat the error with its iPod and music software.
3,Business,"Martha Stewart Adds to Furniture Line, Including Turkey Hill","She may be in a West Virginia prison, but Westport #39;s Martha Stewart is growing her business by adding to her furniture line, including new items to a collection based on her Westport home."
3,Business,Town presses state for sewer funds,"Town officials are hoping the state can unearth \$1.4 million to help bring sewers to the Medway 495 Business Park. Otherwise, they say, some 250 area jobs may be lost -- not to mention thousands of dollars in annual tax revenue."
1,World,"A Crucial Test, but Not Final","George W. Bush and John Kerry ended the debates as they began them, with starkly defined differences on most issues."
2,Sports,Pujols Gets Cardinals Off to Fast Start (AP),AP - Albert Pujols made sure the St. Louis Cardinals got off to another fast start.
2,Sports,Yankees Take Lead,"Jon Lieber outduels Pedro Martinez as the Yankees beat the Red Sox, 3-1, Wednesday for a 2-0 lead in their ALCS rematch."
1,World,Israel Presses Offensive in Northern Gaza (AP),"AP - Israel's largest and bloodiest offensive in Gaza in four years of conflict moved into its third week, with missile strikes killing six Palestinians and Israeli troops digging into the northern end of the crowded territory."
4,Sci/Tech,FDA Approves Use of Chip in Patients (AP),AP - Privacy advocates are concerned that an implantable microchip designed to help doctors tap into a patient's medical records could undermine confidentiality or could even be used to track the patient's movements.
1,World,Afghanistan vote count gets go-ahead,Afghanistan #39;s electoral commission gave the go-ahead for counting to begin today in the disputed presidential election after charges of fraudulent multiple voting forced a delay.
4,Sci/Tech,IBM unveils new Shark and midrange array,"IBM has unveiled two new enterprise-class storage arrays which, despite being aimed at different markets, can be managed through a single interface and data can be replicated between them."
1,World,EU Court Annuls EU100.8 Mln in Fines on German Banks (Update1),"A European court struck down fines totaling 100.8 million euros (\$125 million) on HVB Group, Dresdner Bank AG and three German competitors for fixing European currency- conversion rates."
1,World,Eight dead in Iraq's Green Zone,"Eight people have been killed in two blasts in Baghdad's heavily fortified Green Zone, the US military says."
4,Sci/Tech,Supreme Court Internet Privacy Decision,"Verizon attorney Sarah Deutsch and washingtonpost.com's David McGuire discuss the Supreme Court case allowing Internet service providers to keep their customers' identities secret, even if the recording industry suspects them of illegally sharing music online."
2,Sports,Henry helps Arsenal put faulty run behind them,"To paraphrase Basil Fawlty in the memorable sketch about Germans, Arsne Wenger did it once and got away with it. The Arsenal manager dropped Jens Lehmann for the "
2,Sports,Cards strike first: Overpower Astros in Game 1 victory,"Conventional wisdom said that when the Cardinals and Astros hooked up in the National League Championship Series, there might be a few runs scored."
4,Sci/Tech,Sun shines on interoperability progress with Microsoft,Microsoft and Sun have declared some progress in their efforts to achieve interoperability citing co-operation on web services standardisation and deployment of Windows on Sun systems.
3,Business,Apple beats 4Q forecasts with fivefold increase in iPod sales,"NEW YORK, October 14 (newratings.com) - Apple Computer (AAPL.NAS) reported its highest fourth-quarter sales in the past nine years for 4Q FY04, while the company #39;s quarterly profits more than doubled on ay/y basis."
2,Sports,Rugby-Gregan signs with Wallabies through 2007 World Cup,Australia captain George Gregan has signed a three-year contract with the Wallabies which will take him through the 2007 World Cup in France.
2,Sports,Furcal Expected to Get Concurrent Sentence (AP),AP - Atlanta Braves shortstop Rafael Furcal is expected to plead guilty in Atlanta traffic court Thursday to his second drunken driving charge.
2,Sports,Rockets nip Kings as NBA travels to China,Hometown hero Yao Ming scored 14 points to lead the Houston Rockets to an 88-86 win over the Sacramento Kings Thursday night in the first ever NBA game played in China.
3,Business,Oil prices rise yet again in US,"The price of crude reaches a new high in the US,  driven up by official data showing a decline in heating oil stocks."
4,Sci/Tech,Google intros desktop search tool,"The long-rumoured Google desktop search is now available for download from desktop.google.com. The new beta application allows users to index and search their emails, documents, Web history and instant messenger chats."
4,Sci/Tech,Expedition 10 Crew Successfully Launches Into Space (SPACE.com),SPACE.com - A fresh space station crew and one visiting cosmonaut are on\their way to the International Space Station (ISS) after their Soyuz rocket\pierced the skies above Kazakhstan during a flawless launch today.
4,Sci/Tech,Music firms win 'pirates' ruling,The UK music industry is granted a court order forcing ISPs to reveal the names of alleged illegal file-sharers.
4,Sci/Tech,PeopleSoft: Oracle's Offer Is Inadequate (AP),"AP - Oracle Corp.'s  #36;21-per-share hostile takeover bid for PeopleSoft Inc. isn't good enough for shareholders to accept, PeopleSoft director A. George ""Skip"" Battle said Wednesday."
4,Sci/Tech,News: Undead IE bug rises from grave,"Recent updates to IE contain a serious regression that leaves systems once more vulnerable to a flaw fixed more than two years ago, according to security researchers.\"
2,Sports,American Ginepri Crushes Paradorn in Vienna," VIENNA (Reuters) - Number five seed Paradorn Srichaphan was  crushed 6-2, 6-1, by Robby Ginepri in the second round of the  Vienna Trophy on Thursday."
2,Sports,Man United Takeover Talks Break Down,Takeover talks between two of Manchester United #39;s biggest shareholders and Malcolm Glazer appear to have broken down. It is believed the US businessman has failed to reach a deal with John Magnier and JP McManus 
1,World,US rivals back on campaign trail,George W Bush and John Kerry go into the final three weeks of campaigning after their last TV debate.
4,Sci/Tech,New Crew En Route To Space Station,"Leroy Chiao has ever flown in a Soyuz spacecraft, before, but the three lifted off early Thursday from Kazakhstan en route to the International Space Station."
1,World,Zimbabwe forces on high alert for treason verdict,HARARE - Zimbabwe said it had put its security forces on high alert to deal with what it said was an opposition plan to unleash violence on Friday when a court is due to pass judgment in the treason trial of its leader.
1,World,Ex-Soldiers Vow to Bring Order to Haiti Capital,Ex-soldiers who helped topple former President Jean-Bertrand Aristide on Wednesday vowed to end escalating street warfare in the Haitian capital while 
1,World,Fallujah Delegation Suspends Peace Talks,"BAGHDAD, Iraq - A delegation from the insurgent stronghold Fallujah suspended peace talks with the government Thursday because of Prime Minister Ayad Allawi's ""impossible"" demand to hand over terror mastermind Abu Musab al-Zarqawi, the city spokesman said.    Allawi warned Wednesday that Fallujah must surrender al-Zarqawi and other foreign fighters or face military attack..."
4,Sci/Tech,"Study Links Mobile Phones, Benign Tumors (AP)",AP - A new Swedish study suggests that people who use a mobile phone for at least 10 years might increase their risk of developing a rare benign tumor along a nerve on the side of the head where they hold the phone.
4,Sci/Tech,"""Sleeping Dragon"" Fossil May Link Dinosaurs, Birds","Paleontologists say they have discovered the fossil remains of a duck-size dinosaur species, previously unknown to science, that died while catching some z's."
2,Sports,Minnows Make It on Major Soccer Stage (AP),"AP - Liechtenstein is on a roll. Andorra finally has won a game. And make no mistake, Albania looks like a threat."
3,Business,Sun Micro Posts Narrower Quarterly Loss," SAN FRANCISCO (Reuters) - Network computer maker Sun  Microsystems Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SUNW.O target=/stocks/quickinfo/fullquote""&gt;SUNW.O&lt;/A&gt; on Thursday posted a narrower  quarterly loss as revenue rose year over year for the second  consecutive quarter after three years of declines, sending  shares slightly higher."
1,World,Trickle of Funds Frustrates Iraqi Ministers,Fifty-seven nations and international organizations have concluded a two-day meeting in Japan devoted to raising funds for rebuilding Iraq.
1,World,Vote Counting Begins in Afghan Election (AP),"AP - Vote counting started Thursday in Afghanistan's landmark election, widely expected to install U.S.-backed interim leader Hamid Karzai as the war-ravaged country's first popularly chosen president."
4,Sci/Tech,Software helping companies beat Sarb-Ox deadline,Companies that have until 2005 to document their IT and financial controls under the Sarbanes-Oxley Act are using documentation software to help them prepare ahead of time.
2,Sports,NBA teams play first exhibition game in China,"SHANGHAI - Playing in his home town before an adoring crowd that chanted his name, Yao Ming had the jitters. He missed his first two shots and allowed Brad Miller to score against him repeatedly early in the first quarter."
3,Business,Lilly to Eliminate Up to 575 US Jobs,"Drugmaker Eli Lilly and Co. (LLY.N: Quote, Profile, Research) on Thursday said it will eliminate up to 575 US positions, representing 2 percent of its US work force, in order to streamline operations and reduce costs."
4,Sci/Tech,State of the world #39;s amphibians bleak: report,"WASHINGTON - Frogs, toads and newts face worldwide environmental threats, according to a new study by more than 500 scientists from over 60 nations."
2,Sports,A tall order awaits Williams but his dream is within reach,"If Danny Williams did not fully appreciate the sheer size of Vitali Klitschko, he does now. After a series of eyeball-to-eyeball poses for the photographers at yesterday #39;s London press conference to announce "
4,Sci/Tech,TV patent suit against Microsoft will proceed,"SAN FRANCISCO - A California judge has denied three motions for summary judgement in a patent infringement case filed by TV Interactive Data Corp. (TVI) against Microsoft Corp., meaning the case will proceed to trial."
4,Sci/Tech,Mac OS X: Best Unix Desktop,"Steven J. Vaughan-Nichols writes for eWeek,  #147;GNOME is nice, KDE is fine and the forthcoming Looking Glass may be wonderful, but the best Unix desktop is the one in the Macintosh. #148; Oct 14"
4,Sci/Tech,Sun releases JDS for Solaris,"SAN FRANCISCO - Sun Microsystems Inc. last week quietly released a version of its Java Desktop System (JDS) software based on the Solaris x86 operating system, a move the company is calling the first step in a long-term strategy to unify the user interface for Sun's Linux and Solaris products, Sun officials said Thursday."
2,Sports,"With Curt limping, swagger disappears","BOSTON -- Curt was the subject on everyone #39;s lips, Curse was the subject on everyone #39;s mind. Two games into their showdown with the hated Yankees, the poor, bedeviled and favored Red Sox have suffered no less "
4,Sci/Tech,Countdown to Halo 2: Piracy is for Punks,"Downloading the pirated version of Halo 2 is a disservice to an honest team of creators. October 14, 2004 - Halo 2 is the Xbox game of the year."
1,World,Brazil seeks more Haiti UN troops,Brazil calls for more UN troops to be sent to Haiti to curb a wave of violence in which dozens have died.
2,Sports,R. Clark May Start,Ryan Clark may start in place of injured safety Matt Bowen when the Redskins play the Bears on Sunday.
3,Business,Makers battle for next generation,The next generation of passenger jets from the world #39;s biggest airplane manufacturers will soon be coming off the production line.
1,World,Fatal plane crash in Halifax was fourth for airline in 14 years,LONDON (CP) - The crash of a Boeing 747 cargo plane in Halifax on Thursday that killed seven people was the fourth crash in 14 years for MK Airlines.
2,Sports,"Homers by Pujols, Rolen Power Cardinals", NEW YORK (Reuters) - Albert Pujols and Scott Rolen hit  back-to-back home runs in the eighth inning to lead the St.  Louis Cardinals to a 6-4 win over the Houston Astros in Game  Two of the NL Championship Series at Busch Stadium Thursday.
2,Sports,Cole ban is reduced,Andy Cole will be back in action for Fulham at Aston Villa next weekend after his ban was reduced by the FA. Cole was initially suspended for three matches after being sent off for his part in a brawl at West Bromwich on September 18.
3,Business,Satellite radio looks to lure males,"hock jock Howard Stern #39;s move to Sirius Satellite Radio Inc. begins an association between a man who was happy to describe, in detail, Paris Hilton #39;s sex tape and the industrial giants of the auto industry."
3,Business,Rite Aid official gets 10 years for fraud,"harrisburg, pa.Franklin Brown, a former Rite Aid Corp. chief counsel convicted of accounting fraud, was sentenced yesterday to 10 years in prison by a judge who rejected his arguments that the term would be a death sentence because he is 76 and ill."
3,Business,Heating oil report jolts prices,"NEW YORK -- A decline in the nation's inventory of heating oil catapulted crude futures prices toward \$55 a barrel yesterday, providing the latest jolt to a market already rattled by the world's tight supply of oil, strong demand, and the possibility of output problems in several producing nations."
4,Sci/Tech,X-Prize for world's 'Holy Grails',\A series of X-Prizes for breakthroughs in science or technology that solve the world's greatest challenges are planned.
1,World,Vote Counting Begins in Afghan Election,"KABUL, Afghanistan - Interim leader Hamid Karzai took an early lead as vote counting began in Afghanistan's landmark presidential election, after allegations of ballot-box stuffing, voter intimidation and multiple voting forced five days of delay.    The tally was halted Friday so the 1,000 Afghans on the counting staff could have the day off to celebrate the start of Ramadan, the Islamic fasting month..."
2,Sports,But seriously folks,"Being at home isn't what you think in the NFL. Heading into the weekend, 10 teams remain undefeated at home, but we're only talking two or three games. Let the season play out, but don't be surprised if that figure is less than what it was a year ago (four unbeatens at home)."
4,Sci/Tech,"A Tribute to Spam, the Meat","A trip to Spamtown USA to check out a museum celebrating the canned pork product reminds us how Spam made an impact on world cuisine long before its name became synonymous with unwanted e-mail. Michelle Delio reports from Austin, Minnesota."
3,Business,Coventry will buy First Health for \$1.8 billion,"First Health Group, which manages health-care benefits for employers and unions and which has struggled lately, will be acquired by Coventry Health Care in a \$1."
3,Business,Corel Corporation acquires Jasc Software,"Corel Corporation has expanded its software portfolio with the acquisition of Jasc Software, which produces the Paint Shop family of image editing and digital photography programs."
4,Sci/Tech,IPods an eye-opener for industry,"Apple Computer #39;s iTunes Music Store sold its 150 millionth song on Thursday, another key milestone in the Cupertino firm #39;s push to stay ahead of digital music rivals like Microsoft and Dell."
3,Business,Health Management Cuts 4Q Outlook,"Health Management Associates Inc., which operates acute care hospitals in rural areas, lowered profit guidance Friday for the fourth-quarter and fiscal year, citing outages and service disruptions related to Hurricanes Ivan and Jeanne."
1,World,Another Turkish Driver Beheaded in Iraq,Turkish driver Ramazan Elbu was decapitated in recent incidents in Iraq yesterday that led to over 30 deaths. In a video cassette issued on a website belonging to an illegal organization called the Ansar Al 
1,World,Gangsters Torch Cars in Haiti Capital (AP),"AP - Young gangsters rampaged through the heart of the Haitian capital, torching cars and firing in the air in what many people feared was a prelude to more violence."
1,World,Muslim suspects in Gujarat freed,Two Muslims charged over the 2002 train attack on Hindu pilgrims that sparked religious riots in Gujarat are freed.
4,Sci/Tech,FCC Approves BPL Despite Interference Concerns,goosman writes  quot;The ARRL is reporting that the FCC has approved revised Part 15 (unlicensed services) rules to specifically regulate the deployment of broadband over power line (BPL) technology.
3,Business,"China Pledges Stable Economic, Yuan Policies (Update1)",China #39;s government said it would continue measures to slow economic growth and reaffirmed its commitment to a stable yuan policy as the nation #39;s leaders wrapped up their annual meeting in Beijing.
3,Business,Jasc acquisitionm - Corel #39;s come-back sign,"Corel has acquired Jasc Software, developer of the Windows-only Paint Shop family of products. Discussing the move, Corel calls the acquisition:  quot;A crucial part of its ongoing growth strategy."
3,Business,US agrees to Halliburton inquiry,"The US government will set up an inquiry into Iraq contracts given to Halliburton, the former firm of Vice President Dick Cheney."
3,Business,U.S. Consumer Sentiment in Surprise Fall (Reuters),"Reuters - U.S. consumer sentiment fell more\sharply in early October than analysts had expected, according\to a survey released on Friday."
3,Business,Losses at Delta Renew Bankruptcy Speculation,"Delta Air Lines, which is struggling to avoid a bankruptcy filing, said today that it expected to lose as much as \$675 million for the third quarter, and that it was burning cash at a steep rate."
4,Sci/Tech,"Report: IT Salaries Show Upward Trend, Outsourcing Overblown","The lid on IT salaries is beginning to lift, and IT specialists should see gains of as much as 10 to 15 percent over the next three years, according to a new IT staff salaries study by the META Group."
4,Sci/Tech,FCC Clears Broadband over Power Lines Barriers,The Federal Communications Commission (FCC) has cleared the way for Internet access over the same infrastructure that carries electricity to homes and businesses in America.
3,Business,Greenspan Says Oil Prices Not Problem for Economy,"Greenspan noted that even with the recent surge, energy prices are still only three-fifths as high, after adjusting for inflation, as they were at their all-time peak in February 1981."
1,World,"Death Toll in Sudan's Darfur Reaches 70,000 - UN (Reuters)","Reuters - A total of 70,000 people are estimated\to have died as a result of the conflict in Sudan's western\Darfur region, with hundreds still dying every day, a top U.N.\official said on Friday."
1,World,Germany Nabs Suspected al-Qaida Financier,"BERLIN - Authorites on Friday arrested a Syrian-German businessman who is wanted by Spain on charges he helped fund the al-Qaida terrorist network for years and who appeared in a wedding video at a mosque with some of the Sept. 11 hijackers, German officials said..."
4,Sci/Tech,Advice to Microsoft: Learn to love Linux,Business guru tells Microsoft to invest in Linux for handhelds or risk missing out on the next big thing in software sales.\
2,Sports,Yao: China not ready to learn from NBA,Houston Rockets #39; center Yao Ming gave no push to the development of the Chinese basketball though the NBA could be one of the best textbooks for China.
3,Business,Yukos unit to be sold for knockdown \$4 bn,"The Russian government yesterday night appeared to be preparing to sell the main asset of Yukos, the countrys embattled oil company, for as little as \$4 billion - a fraction of its fair value -n a move analysts branded as daylight robbery "
2,Sports,Davis joya for Moya,CARLOS MOYA was hurled into the air by jubilant team-mates after clinching the Davis Cup for Spain yesterday. Moya beat American Andy Roddick 6-2 7-6 7-6 to give the home side an unbeatable 
2,Sports,Can Arroyo help Red Sox finally get a win?,Curt Schilling and Pedro Martinez couldn #39;t bring the Boston Red Sox a win against the New York Yankees in the first two games of the AL championship series.
4,Sci/Tech,Radio operators OK Net over power lines rules,"com October 15, 2004, 12:37 PM PT. Wired  amp; Wireless continues its reign at the top spot among IT priorities due to widespread IP telephony and wireless deployment."
2,Sports,"Sehwag shines, Warne creates history","Chennai, Oct. 15. - Virender Sehwag is happy to score a century, rather relieved to be back in form. It was tough coming out of a lean phase and be back in form."
4,Sci/Tech,Google's Search For Dominance (washingtonpost.com),"washingtonpost.com - Google Inc. unveiled a new search tool yesterday that's capable of scanning both the Internet and the files on a personal computer, beating Microsoft Corp. out of the gates and significantly raising the stakes in the search-engine wars."
3,Business,Time for Alternative Minimum Tactics,"With just four weeks left in 2004, now #39;s the time for any last-minute tax planning you want to do. Last calls of this sort have taken on a new dimension recently because a growing number "
1,World,Trio 'to offer Iran nuclear deal',"UK, France and Germany are to offer Iran incentives deal to give up nuclear its ambitions, US officials say."
4,Sci/Tech,BlackBerry can be bitten by DoS attacks,"Smart phones using older RIM software are open to remote rebooting, but the flaw's not as bad as first reported."
4,Sci/Tech,Oracle warns of exploits for latest DB flaws,Oracle Corp. urged customers to apply software patches it released in August because of the availability of malicious code that can exploit unpatched vulnerabilities in its software.
2,Sports,Jennings named as caretaker coach: South Africas Eric Simons &lt;b&gt;...&lt;/b&gt;,JOHANNESBURG: South African cricket coach Eric Simons was axed from his job Friday after a string of dismal performances which saw the country slip from second to sixth and eighth in world Test and one-day rankings.
3,Business,Crude oil prices rise toward 55 dollars per barrel,"Crude oil futures continued to climb Friday, reaching new record high as decline in the US inventory of heating oil and tight supplies still overshadowed theenergy markets."
3,Business,FCC letting utilities move into broadband,US regulators will let utility companies send high-speed Internet signals through electrical outlets to residential and business clients.
1,World,Britain to Charge Cleric,"Risking a showdown with American prosecutors, the British authorities are planning to bring terrorism charges next week against an Egyptian-born "
4,Sci/Tech,Judge Says PeopleSoft's Revision 'Closer' (AP),"AP - The judge who must decide whether PeopleSoft Inc.'s corporate takeover defenses will stand up against a hostile takeover attempt by Oracle Corp. said Friday the latest revision of a key defense was ""a lot closer"" to meeting concerns raised about it in court."
2,Sports,Langer shows Singh the door,"Virginia Water, England - Bernhard Langer beat Vijay Singh on the first extra hole on Friday to knock the world #39;s top-ranked player out of the World Match Play Championship in the first round."
