ORDERNUMBER	SALES	MONTH_ID	YEAR_ID	PRODUCTLINE	COUNTRY
10301	6446.7	10	2003	Classic Cars	Norway
10311	3616.64	10	2004	Classic Cars	Spain
10321	4232.76	11	2004	Classic Cars	USA
10331	1765.66	11	2004	Classic Cars	USA
10343	3734.72	11	2004	Classic Cars	France
10367	4808.38	1	2005	Classic Cars	USA
10379	2266.56	2	2005	Classic Cars	Spain
10406	10468.9	4	2005	Classic Cars	Denmark
10419	5589.14	5	2005	Classic Cars	Austria
10108	2914.11	3	2003	Motorcycles	Philippines
10122	1740.9	5	2003	Motorcycles	France
10135	2266.2	7	2003	Motorcycles	USA
10146	3155.58	9	2003	Motorcycles	USA
10159	1357.86	10	2003	Motorcycles	USA
10169	2598.82	11	2003	Motorcycles	Australia
10180	1057.56	11	2003	Motorcycles	France
10191	3127.82	11	2003	Motorcycles	Germany
10211	2488.14	1	2004	Motorcycles	France
10224	2220.72	2	2004	Motorcycles	France
10237	1357.72	4	2004	Motorcycles	USA
10252	1638.04	5	2004	Motorcycles	France
10264	2626.08	6	2004	Motorcycles	USA
10276	1661.88	8	2004	Motorcycles	USA
10286	2173.6	8	2004	Motorcycles	France
10299	2182.05	9	2004	Motorcycles	Finland
10310	2819.88	10	2004	Motorcycles	Germany
10319	2598.64	11	2004	Motorcycles	USA
10330	2019.27	11	2004	Motorcycles	Philippines
10342	1454.7	11	2004	Motorcycles	Australia
10355	1657.57	12	2004	Motorcycles	Spain
10363	2851.84	1	2005	Motorcycles	Finland
10378	4609.64	2	2005	Motorcycles	Spain
10390	5079.96	3	2005	Motorcycles	USA
10403	1879.92	4	2005	Motorcycles	UK
10106	4774.86	2	2003	Vintage Cars	Italy
10119	2687.04	4	2003	Vintage Cars	Austria
10130	3423.75	6	2003	Vintage Cars	USA
10143	3455.76	8	2003	Vintage Cars	USA
10155	3622.97	10	2003	Vintage Cars	Finland
10167	3599.58	10	2003	Vintage Cars	Sweden
10178	5386.56	11	2003	Vintage Cars	France
10186	4918.78	11	2003	Vintage Cars	UK
10197	2538.8	11	2003	Vintage Cars	Spain
10209	2498.6	1	2004	Vintage Cars	USA
10222	3858.75	2	2004	Vintage Cars	USA
10249	5600.5	5	2004	Vintage Cars	USA
10262	4103.46	6	2004	Vintage Cars	Spain
10273	4287.5	7	2004	Vintage Cars	Belgium
10283	5795.54	8	2004	Vintage Cars	Canada
10296	1863.4	9	2004	Vintage Cars	Germany
10307	4166.88	10	2004	Vintage Cars	USA
10316	4080.07	11	2004	Vintage Cars	UK
10328	3815.48	11	2004	Vintage Cars	Italy
10338	5526.45	11	2004	Vintage Cars	Belgium
10351	3374.6	12	2004	Vintage Cars	UK
10373	3024.5	1	2005	Vintage Cars	Finland
10386	1266.1	3	2005	Vintage Cars	Spain
10398	4811.85	3	2005	Vintage Cars	France
10400	7307.42	4	2005	Vintage Cars	USA
10415	6209.25	5	2005	Vintage Cars	Australia
10104	5348.5	1	2003	Classic Cars	Spain
10117	2780.58	4	2003	Classic Cars	Singapore
10127	3447	6	2003	Classic Cars	USA
10142	3791.52	8	2003	Classic Cars	USA
10152	4524.1	9	2003	Classic Cars	Australia
10165	3337.6	10	2003	Classic Cars	Singapore
10176	5532.12	11	2003	Classic Cars	Italy
10185	5096.91	11	2003	Classic Cars	USA
10196	4537.08	11	2003	Classic Cars	USA
10207	6146.8	12	2003	Classic Cars	USA
10220	8258	2	2004	Classic Cars	Ireland
10230	7238.28	3	2004	Classic Cars	Germany
10247	6756	5	2004	Classic Cars	Finland
10272	3734	7	2004	Classic Cars	USA
10282	4674.8	8	2004	Classic Cars	USA
10292	7140.76	9	2004	Classic Cars	USA
10306	3600.65	10	2004	Classic Cars	UK
10314	4206.74	10	2004	Classic Cars	Denmark
10324	5379.71	11	2004	Classic Cars	USA
10337	5679.36	11	2004	Classic Cars	USA
10349	4394.84	12	2004	Classic Cars	USA
10358	2528.25	12	2004	Classic Cars	Spain
10372	7031.52	1	2005	Classic Cars	Japan
10383	5340.9	2	2005	Classic Cars	Spain
10394	6376.58	3	2005	Classic Cars	Spain
10413	6896.75	5	2005	Classic Cars	USA
10100	1903.22	1	2003	Vintage Cars	USA
10110	2499.56	3	2003	Vintage Cars	UK
10124	3081.24	5	2003	Vintage Cars	USA
10148	3598.22	9	2003	Vintage Cars	Australia
10162	3912.09	10	2003	Vintage Cars	USA
10173	1584.66	11	2003	Vintage Cars	Italy
10182	3942.72	11	2003	Vintage Cars	USA
10193	2341.2	11	2003	Vintage Cars	Australia
10204	2482.11	12	2003	Vintage Cars	USA
10213	3602.02	1	2004	Vintage Cars	UK
10227	3566.94	3	2004	Vintage Cars	France
10241	3787.98	4	2004	Vintage Cars	France
10280	3704.05	8	2004	Vintage Cars	Italy
10288	2834.65	9	2004	Vintage Cars	Singapore
10302	3392.26	10	2003	Vintage Cars	UK
10311	3358.31	10	2004	Vintage Cars	Spain
10332	7310	11	2004	Vintage Cars	UK
10344	2203.11	11	2004	Vintage Cars	France
10367	2696.96	1	2005	Vintage Cars	USA
10380	3376.64	2	2005	Vintage Cars	Spain
10407	541.14	4	2005	Vintage Cars	USA
10420	6134.7	5	2005	Vintage Cars	Australia
10105	3382.5	2	2003	Vintage Cars	Denmark
10117	2240.66	4	2003	Vintage Cars	Singapore
10128	3962.88	6	2003	Vintage Cars	Spain
10142	1685.28	8	2003	Vintage Cars	USA
10153	1834.36	9	2003	Vintage Cars	Spain
10166	1916.98	10	2003	Vintage Cars	USA
10177	2611	11	2003	Vintage Cars	Spain
10185	3630.28	11	2003	Vintage Cars	USA
10197	5090.5	11	2003	Vintage Cars	Spain
10208	3949.65	1	2004	Vintage Cars	France
10221	3491.67	2	2004	Vintage Cars	Belgium
10232	2059.19	3	2004	Vintage Cars	UK
10248	3170.16	5	2004	Vintage Cars	USA
10261	1790.6	6	2004	Vintage Cars	Canada
10273	2345.97	7	2004	Vintage Cars	Belgium
10283	3580.88	8	2004	Vintage Cars	Canada
10293	4946.06	9	2004	Vintage Cars	Italy
10306	3525.6	10	2004	Vintage Cars	UK
10315	3602.16	10	2004	Vintage Cars	France
10326	4300.5	11	2004	Vintage Cars	Sweden
10337	4498.19	11	2004	Vintage Cars	USA
10350	3023.1	12	2004	Vintage Cars	Spain
10372	3562.49	1	2005	Vintage Cars	Japan
10383	1640.24	2	2005	Vintage Cars	Spain
10396	4739.4	3	2005	Vintage Cars	USA
10414	1207.68	5	2005	Vintage Cars	USA
10103	4228.2	1	2003	Trucks and Buses	Norway
10114	4815.45	4	2003	Trucks and Buses	France
10126	7083	5	2003	Trucks and Buses	Spain
10140	4601.2	7	2003	Trucks and Buses	USA
10150	6467.02	9	2003	Trucks and Buses	Singapore
10164	5012.55	10	2003	Trucks and Buses	Austria
10175	5121.59	11	2003	Trucks and Buses	UK
10183	2441.04	11	2003	Trucks and Buses	USA
10194	4262.08	11	2003	Trucks and Buses	France
10207	6658.02	12	2003	Trucks and Buses	USA
10217	4509.08	2	2004	Trucks and Buses	Singapore
10229	4716.23	3	2004	Trucks and Buses	USA
10245	2390.22	5	2004	Trucks and Buses	USA
10259	4666.62	6	2004	Trucks and Buses	Singapore
10270	5383.08	7	2004	Trucks and Buses	Australia
10281	2482.25	8	2004	Trucks and Buses	USA
10291	5288.64	9	2004	Trucks and Buses	Sweden
10305	2184.38	10	2004	Trucks and Buses	USA
10313	2881.76	10	2004	Trucks and Buses	Canada
10323	6203.06	11	2004	Trucks and Buses	Germany
10334	6763.47	11	2004	Trucks and Buses	Sweden
10347	5884.65	11	2004	Trucks and Buses	Australia
10357	3559.64	12	2004	Trucks and Buses	USA
10370	1668.37	1	2005	Trucks and Buses	Australia
10382	4890.6	2	2005	Trucks and Buses	USA
10411	5235.72	5	2005	Trucks and Buses	Canada
10425	4325.16	5	2005	Trucks and Buses	France
10103	1938.89	1	2003	Vintage Cars	Norway
10113	2490.5	3	2003	Vintage Cars	USA
10126	2314.69	5	2003	Vintage Cars	Spain
10140	1254.83	7	2003	Vintage Cars	USA
10150	1282.8	9	2003	Vintage Cars	Singapore
10164	1345.75	10	2003	Vintage Cars	Austria
10174	2194.22	11	2003	Vintage Cars	Australia
10183	1972	11	2003	Vintage Cars	USA
10194	1835.98	11	2003	Vintage Cars	France
10206	1119.93	12	2003	Vintage Cars	Canada
10215	2082.88	1	2004	Vintage Cars	USA
10229	1569.75	3	2004	Vintage Cars	USA
10245	2694.15	5	2004	Vintage Cars	USA
10258	1257.27	6	2004	Vintage Cars	Japan
10270	2567.84	7	2004	Vintage Cars	Australia
10281	2634.28	8	2004	Vintage Cars	USA
10291	1502.78	9	2004	Vintage Cars	Sweden
10304	1676.2	10	2004	Vintage Cars	France
10312	2217.15	10	2004	Vintage Cars	USA
10324	6832.02	11	2004	Vintage Cars	USA
10333	1916.64	11	2004	Vintage Cars	USA
10348	7110.8	11	2004	Vintage Cars	Spain
10358	5302.8	12	2004	Vintage Cars	Spain
10370	2730	1	2005	Vintage Cars	Australia
10382	7827.3	2	2005	Vintage Cars	USA
10411	2095.45	5	2005	Vintage Cars	Canada
10424	1556.62	5	2005	Vintage Cars	Spain
10108	5565.12	3	2003	Classic Cars	Philippines
10122	3583.16	5	2003	Classic Cars	France
10135	4705.18	7	2003	Classic Cars	USA
10146	4444.54	9	2003	Classic Cars	USA
10159	4618.88	10	2003	Classic Cars	USA
10169	4910.4	11	2003	Classic Cars	Australia
10180	5565.12	11	2003	Classic Cars	France
10191	4237.76	11	2003	Classic Cars	Germany
10211	5673.58	1	2004	Classic Cars	France
10225	5260.15	2	2004	Classic Cars	Switzerland
10238	6350.96	4	2004	Classic Cars	Denmark
10252	3559.4	5	2004	Classic Cars	France
10264	2410.6	6	2004	Classic Cars	USA
10276	5713.92	8	2004	Classic Cars	USA
10287	4300.32	8	2004	Classic Cars	Switzerland
10299	7947.31	9	2004	Classic Cars	Finland
10310	5356.8	10	2004	Classic Cars	Germany
10319	7901.1	11	2004	Classic Cars	USA
10330	6101	11	2004	Classic Cars	Philippines
10342	6276.46	11	2004	Classic Cars	Australia
10355	4203.5	12	2004	Classic Cars	Spain
10363	1629.04	1	2005	Classic Cars	Finland
10378	3289.86	2	2005	Classic Cars	Spain
10390	6862.94	3	2005	Classic Cars	USA
10110	2574.18	3	2003	Classic Cars	UK
10124	1327.79	5	2003	Classic Cars	USA
10148	2356.25	9	2003	Classic Cars	Australia
10161	2013.5	10	2003	Classic Cars	Denmark
10173	2807.22	11	2003	Classic Cars	Italy
10182	3072.96	11	2003	Classic Cars	USA
10193	1906.5	11	2003	Classic Cars	Australia
10204	3431.7	12	2003	Classic Cars	USA
10213	2084.75	1	2004	Classic Cars	UK
10227	2136.01	3	2004	Classic Cars	France
10241	2009.7	4	2004	Classic Cars	France
10267	2719.8	7	2004	Classic Cars	USA
10279	1575.08	8	2004	Classic Cars	Spain
10288	1688.43	9	2004	Classic Cars	Singapore
10302	1672.1	10	2003	Classic Cars	UK
10311	1674.75	10	2004	Classic Cars	Spain
10332	3472.98	11	2004	Classic Cars	UK
10344	1649.18	11	2004	Classic Cars	France
10367	3751	1	2005	Classic Cars	USA
10380	4536	2	2005	Classic Cars	Spain
10407	4421.34	4	2005	Classic Cars	USA
10420	2078.28	5	2005	Classic Cars	Australia
10110	3069	3	2003	Classic Cars	UK
10124	1713.8	5	2003	Classic Cars	USA
10148	1506.5	9	2003	Classic Cars	Australia
10161	2692.12	10	2003	Classic Cars	Denmark
10172	2422.08	11	2003	Classic Cars	USA
10182	3488.34	11	2003	Classic Cars	USA
10192	2583.34	11	2003	Classic Cars	USA
10204	1249.4	12	2003	Classic Cars	USA
10212	3374.71	1	2004	Classic Cars	Spain
10226	1265.46	2	2004	Classic Cars	USA
10241	1681.46	4	2004	Classic Cars	France
10267	3204	7	2004	Classic Cars	USA
10279	2398.72	8	2004	Classic Cars	Spain
10288	2381.04	9	2004	Classic Cars	Singapore
10301	1944.54	10	2003	Classic Cars	Norway
10311	2273.7	10	2004	Classic Cars	Spain
10321	2116.5	11	2004	Classic Cars	USA
10332	1307.32	11	2004	Classic Cars	UK
10344	1726.37	11	2004	Classic Cars	France
10367	1267.77	1	2005	Classic Cars	USA
10380	3441.82	2	2005	Classic Cars	Spain
10407	1987.18	4	2005	Classic Cars	USA
10420	3880.2	5	2005	Classic Cars	Australia
10104	1942.15	1	2003	Classic Cars	Spain
10115	3259.92	4	2003	Classic Cars	USA
10127	1213.8	6	2003	Classic Cars	USA
10141	1086.6	8	2003	Classic Cars	Finland
10152	1632.75	9	2003	Classic Cars	Australia
10165	1734	10	2003	Classic Cars	Singapore
10176	1857.06	11	2003	Classic Cars	Italy
10184	1863.41	11	2003	Classic Cars	Spain
10195	2924.68	11	2003	Classic Cars	USA
10207	2294.18	12	2003	Classic Cars	USA
10220	1457.82	2	2004	Classic Cars	Ireland
10230	1955.88	3	2004	Classic Cars	Germany
10246	2314.4	5	2004	Classic Cars	Spain
10259	1310.96	6	2004	Classic Cars	Singapore
10271	2913.3	7	2004	Classic Cars	USA
10282	1357.78	8	2004	Classic Cars	USA
10292	2150	9	2004	Classic Cars	USA
10305	2783.25	10	2004	Classic Cars	USA
10314	2339.92	10	2004	Classic Cars	Denmark
10324	1729	11	2004	Classic Cars	USA
10336	5972.4	11	2004	Classic Cars	France
10349	2275.2	12	2004	Classic Cars	USA
10358	2673.44	12	2004	Classic Cars	Spain
10371	2431.75	1	2005	Classic Cars	USA
10383	2018.72	2	2005	Classic Cars	Spain
10394	1558.99	3	2005	Classic Cars	Spain
10412	1104.6	5	2005	Classic Cars	Spain
10425	2575.1	5	2005	Classic Cars	France
10107	2845.75	2	2003	Motorcycles	USA
10120	3431.75	4	2003	Motorcycles	Australia
10134	3273.9	7	2003	Motorcycles	France
10145	4119.4	8	2003	Motorcycles	USA
10159	5355.68	10	2003	Motorcycles	USA
10168	5747.5	10	2003	Motorcycles	USA
10180	5355.36	11	2003	Motorcycles	France
10188	2535.75	11	2003	Motorcycles	Norway
10201	4351.23	12	2003	Motorcycles	USA
10211	2254	1	2004	Motorcycles	France
10223	2921.28	2	2004	Motorcycles	Australia
10237	2299	4	2004	Motorcycles	USA
10251	2637.18	5	2004	Motorcycles	USA
10263	4307.52	6	2004	Motorcycles	USA
10275	2153.76	7	2004	Motorcycles	France
10285	3716.88	8	2004	Motorcycles	USA
10299	5455.76	9	2004	Motorcycles	Finland
10309	2650.62	10	2004	Motorcycles	Norway
10318	6437.28	11	2004	Motorcycles	USA
10329	2633.4	11	2004	Motorcycles	USA
10339	2278.53	11	2004	Motorcycles	Japan
10362	4846	1	2005	Motorcycles	USA
10374	4197.1	2	2005	Motorcycles	Australia
10389	4597.65	3	2005	Motorcycles	Sweden
10403	5287.7	4	2005	Motorcycles	UK
10417	3550.05	5	2005	Motorcycles	Spain
10110	1721.73	3	2003	Classic Cars	UK
10123	2993.5	5	2003	Classic Cars	France
10137	1295.06	7	2003	Classic Cars	France
10148	2671.95	9	2003	Classic Cars	Australia
10161	1226.59	10	2003	Classic Cars	Denmark
10172	1453.84	11	2003	Classic Cars	USA
10181	1830.22	11	2003	Classic Cars	Norway
10192	2530.01	11	2003	Classic Cars	USA
10204	2241.45	12	2003	Classic Cars	USA
10212	2399.85	1	2004	Classic Cars	Spain
10226	1557.72	2	2004	Classic Cars	USA
10241	845.25	4	2004	Classic Cars	France
10266	1352.4	7	2004	Classic Cars	Italy
10278	1584.8	8	2004	Classic Cars	USA
10288	2616	9	2004	Classic Cars	Singapore
10301	1129.04	10	2003	Classic Cars	Norway
10311	2218.5	10	2004	Classic Cars	Spain
10321	2028.48	11	2004	Classic Cars	USA
10332	1759.2	11	2004	Classic Cars	UK
10343	977.67	11	2004	Classic Cars	France
10367	1463	1	2005	Classic Cars	USA
10379	3970.56	2	2005	Classic Cars	Spain
10407	2576	4	2005	Classic Cars	USA
10420	2233.69	5	2005	Classic Cars	Australia
10106	2481.64	2	2003	Planes	Italy
10120	4651.53	4	2003	Planes	Australia
10133	3858.1	6	2003	Planes	Spain
10145	3501.6	8	2003	Planes	USA
10168	6433.7	10	2003	Planes	USA
10210	2658.96	1	2004	Planes	Japan
10223	3608.76	2	2004	Planes	Australia
10235	2214.67	4	2004	Planes	Canada
10250	2747.53	5	2004	Planes	USA
10262	3310.92	6	2004	Planes	Spain
10275	2380	7	2004	Planes	France
10284	2310.88	8	2004	Planes	Norway
10297	4061.76	9	2004	Planes	Ireland
10308	3493.7	10	2004	Planes	USA
10316	2872.25	11	2004	Planes	UK
10328	4114.38	11	2004	Planes	Italy
10339	1063.65	11	2004	Planes	Japan
10353	2008.44	12	2004	Planes	USA
10374	4328.6	2	2005	Planes	Australia
10386	1376.43	3	2005	Planes	Spain
10398	5552.16	3	2005	Planes	France
10401	3659.02	4	2005	Planes	USA
10416	4165.61	5	2005	Planes	Italy
10101	1404	1	2003	Vintage Cars	Germany
10110	710.2	3	2003	Vintage Cars	UK
10124	1702.8	5	2003	Vintage Cars	USA
10149	1194.84	9	2003	Vintage Cars	USA
10162	1007.14	10	2003	Vintage Cars	USA
10173	977.43	11	2003	Vintage Cars	Italy
10182	1436.76	11	2003	Vintage Cars	USA
10193	759.46	11	2003	Vintage Cars	Australia
10205	1189.44	12	2003	Vintage Cars	Spain
10214	683.8	1	2004	Vintage Cars	Spain
10227	1226.82	3	2004	Vintage Cars	France
10243	974.82	4	2004	Vintage Cars	USA
10280	577.6	8	2004	Vintage Cars	Italy
10288	1106.93	9	2004	Vintage Cars	Singapore
10304	694.6	10	2004	Vintage Cars	France
10312	1152.06	10	2004	Vintage Cars	USA
10322	2624	11	2004	Vintage Cars	USA
10332	3685.95	11	2004	Vintage Cars	UK
10344	703.6	11	2004	Vintage Cars	France
10356	9720	12	2004	Vintage Cars	France
10367	834.67	1	2005	Vintage Cars	USA
10380	2257.92	2	2005	Vintage Cars	Spain
10391	8344.71	3	2005	Vintage Cars	Australia
10409	1801.94	4	2005	Vintage Cars	Singapore
10420	1209.6	5	2005	Vintage Cars	Australia
10107	3155.14	2	2003	Motorcycles	USA
10120	2848.86	4	2003	Motorcycles	Australia
10134	3570.29	7	2003	Motorcycles	France
10145	3902.41	8	2003	Motorcycles	USA
10158	1474.66	10	2003	Motorcycles	Norway
10168	2186.89	10	2003	Motorcycles	USA
10180	1919.4	11	2003	Motorcycles	France
10188	3656	11	2003	Motorcycles	Norway
10201	1847	12	2003	Motorcycles	USA
10210	1851	1	2004	Motorcycles	Japan
10223	2633.78	2	2004	Motorcycles	Australia
10236	3153.6	4	2004	Motorcycles	USA
10250	2803.2	5	2004	Motorcycles	USA
10263	2311.02	6	2004	Motorcycles	USA
10275	2399.4	7	2004	Motorcycles	France
10285	2733.12	8	2004	Motorcycles	USA
10297	2096.32	9	2004	Motorcycles	Ireland
10308	2971.34	10	2004	Motorcycles	USA
10318	2257.58	11	2004	Motorcycles	USA
10329	3493.91	11	2004	Motorcycles	USA
10340	4398.9	11	2004	Motorcycles	Spain
10363	3595.62	1	2005	Motorcycles	Finland
10375	2443.29	2	2005	Motorcycles	France
10389	3988.6	3	2005	Motorcycles	Sweden
10402	5168.4	4	2005	Motorcycles	France
10416	2803.2	5	2005	Motorcycles	Italy
10105	6341.21	2	2003	Ships	Denmark
10117	5189.78	4	2003	Ships	Singapore
10129	6027.75	6	2003	Ships	UK
10142	3366	8	2003	Ships	USA
10153	5456.4	9	2003	Ships	Spain
10167	3812.16	10	2003	Ships	Sweden
10177	6083	11	2003	Ships	Spain
10185	3170.7	11	2003	Ships	USA
10197	4534.6	11	2003	Ships	Spain
10208	4301.15	1	2004	Ships	France
10221	6804.63	2	2004	Ships	Belgium
10232	5652.94	3	2004	Ships	UK
10248	6960.48	5	2004	Ships	USA
10261	4512.6	6	2004	Ships	Canada
10273	2784.76	7	2004	Ships	Belgium
10283	5316.36	8	2004	Ships	Canada
10293	2941.89	9	2004	Ships	Italy
10306	3207.4	10	2004	Ships	UK
10315	4215.05	10	2004	Ships	France
10326	4333.29	11	2004	Ships	Sweden
10337	2087.13	11	2004	Ships	USA
10350	1711.22	12	2004	Ships	Spain
10372	3910.53	1	2005	Ships	Japan
10384	2255.12	2	2005	Ships	USA
10396	5720.75	3	2005	Ships	USA
10414	3335.23	5	2005	Ships	USA
10101	2472.96	1	2003	Vintage Cars	Germany
10110	1729.65	3	2003	Vintage Cars	UK
10124	995.5	5	2003	Vintage Cars	USA
10149	2414.72	9	2003	Vintage Cars	USA
10162	1560.47	10	2003	Vintage Cars	USA
10173	1112.94	11	2003	Vintage Cars	Italy
10182	1138.94	11	2003	Vintage Cars	USA
10193	1012.4	11	2003	Vintage Cars	Australia
10205	913.92	12	2003	Vintage Cars	Spain
10214	2349.06	1	2004	Vintage Cars	Spain
10227	1161.12	3	2004	Vintage Cars	France
10244	1764.75	4	2004	Vintage Cars	Spain
10255	1690.9	6	2004	Vintage Cars	France
10280	2137.05	8	2004	Vintage Cars	Italy
10289	2177.1	9	2004	Vintage Cars	Norway
10304	1734.48	10	2004	Vintage Cars	France
10312	865.49	10	2004	Vintage Cars	USA
10322	3500.1	11	2004	Vintage Cars	USA
10332	2223.52	11	2004	Vintage Cars	UK
10345	2311.68	11	2004	Vintage Cars	France
10356	828.36	12	2004	Vintage Cars	France
10367	856.52	1	2005	Vintage Cars	USA
10380	1845.45	2	2005	Vintage Cars	Spain
10391	4042.08	3	2005	Vintage Cars	Australia
10421	1828	5	2005	Vintage Cars	USA
10103	3680.28	1	2003	Trucks and Buses	Norway
10114	2925.09	4	2003	Trucks and Buses	France
10126	3415.77	5	2003	Trucks and Buses	Spain
10140	5105.14	7	2003	Trucks and Buses	USA
10151	5098.8	9	2003	Trucks and Buses	Finland
10165	4661.76	10	2003	Trucks and Buses	Singapore
10175	2969.96	11	2003	Trucks and Buses	UK
10184	3496.32	11	2003	Trucks and Buses	Spain
10194	5760.93	11	2003	Trucks and Buses	France
10207	6819.04	12	2003	Trucks and Buses	USA
10217	3148.88	2	2004	Trucks and Buses	Singapore
10229	5704.32	3	2004	Trucks and Buses	USA
10246	3520.6	5	2004	Trucks and Buses	Spain
10259	5285.62	6	2004	Trucks and Buses	Singapore
10271	5605.05	7	2004	Trucks and Buses	USA
10281	2779.5	8	2004	Trucks and Buses	USA
10291	5398.08	9	2004	Trucks and Buses	Sweden
10305	3189.6	10	2004	Trucks and Buses	USA
10313	5581.8	10	2004	Trucks and Buses	Canada
10324	3820.44	11	2004	Trucks and Buses	USA
10334	5528.04	11	2004	Trucks and Buses	Sweden
10348	5981.42	11	2004	Trucks and Buses	Spain
10358	5684.65	12	2004	Trucks and Buses	Spain
10371	3449.4	1	2005	Trucks and Buses	USA
10382	2654.4	2	2005	Trucks and Buses	USA
10412	8498	5	2005	Trucks and Buses	Spain
10425	5510.54	5	2005	Trucks and Buses	France
10108	2060.45	3	2003	Motorcycles	Philippines
10121	2460.16	5	2003	Motorcycles	France
10135	1787.56	7	2003	Motorcycles	USA
10145	1645.65	8	2003	Motorcycles	USA
10159	2169.18	10	2003	Motorcycles	USA
10169	2816.18	11	2003	Motorcycles	Australia
10180	2521.05	11	2003	Motorcycles	France
10190	3199.98	11	2003	Motorcycles	Spain
10211	1338.12	1	2004	Motorcycles	France
10224	2972.58	2	2004	Motorcycles	France
10237	2070.9	4	2004	Motorcycles	USA
10252	3092.6	5	2004	Motorcycles	France
10264	2408.7	6	2004	Motorcycles	USA
10276	3472.54	8	2004	Motorcycles	USA
10285	2263.28	8	2004	Motorcycles	USA
10299	2194.17	9	2004	Motorcycles	Finland
10309	1346.4	10	2004	Motorcycles	Norway
10319	2533.63	11	2004	Motorcycles	USA
10330	3403.26	11	2004	Motorcycles	Philippines
10341	3307.2	11	2004	Motorcycles	Austria
10355	2896.65	12	2004	Motorcycles	Spain
10363	2632.89	1	2005	Motorcycles	Finland
10375	2046	2	2005	Motorcycles	France
10390	2279.55	3	2005	Motorcycles	USA
10403	2150.55	4	2005	Motorcycles	UK
10110	3360.45	3	2003	Classic Cars	UK
10124	2326.4	5	2003	Classic Cars	USA
10148	1545.6	9	2003	Classic Cars	Australia
10161	2144.6	10	2003	Classic Cars	Denmark
10172	1639.22	11	2003	Classic Cars	USA
10182	2649.6	11	2003	Classic Cars	USA
10192	3845.6	11	2003	Classic Cars	USA
10204	4527.04	12	2003	Classic Cars	USA
10212	3966.3	1	2004	Classic Cars	Spain
10227	4142.58	3	2004	Classic Cars	France
10241	4441.5	4	2004	Classic Cars	France
10267	3315.12	7	2004	Classic Cars	USA
10279	3918.53	8	2004	Classic Cars	Spain
10288	2830.45	9	2004	Classic Cars	Singapore
10302	5298.86	10	2003	Classic Cars	UK
10311	2620.8	10	2004	Classic Cars	Spain
10321	2181	11	2004	Classic Cars	USA
10332	3382.08	11	2004	Classic Cars	UK
10346	2876.75	11	2004	Classic Cars	USA
10368	4107.2	1	2005	Classic Cars	USA
10380	1350	2	2005	Classic Cars	Spain
10407	7182	4	2005	Classic Cars	USA
10420	3933.93	5	2005	Classic Cars	Australia
10104	1742.4	1	2003	Classic Cars	Spain
10114	721.44	4	2003	Classic Cars	France
10127	1489.41	6	2003	Classic Cars	USA
10141	891.03	8	2003	Classic Cars	Finland
10151	1209.3	9	2003	Classic Cars	Finland
10165	859.14	10	2003	Classic Cars	Singapore
10175	1151.44	11	2003	Classic Cars	UK
10184	1336.44	11	2003	Classic Cars	Spain
10195	905.28	11	2003	Classic Cars	USA
10207	1247.4	12	2003	Classic Cars	USA
10219	846.51	2	2004	Classic Cars	USA
10229	1085.04	3	2004	Classic Cars	USA
10246	1767.43	5	2004	Classic Cars	Spain
10259	1030.44	6	2004	Classic Cars	Singapore
10271	1585.36	7	2004	Classic Cars	USA
10281	813.2	8	2004	Classic Cars	USA
10292	1172.34	9	2004	Classic Cars	USA
10305	1510.56	10	2004	Classic Cars	USA
10314	1448.07	10	2004	Classic Cars	Denmark
10324	3338.1	11	2004	Classic Cars	USA
10335	1225.29	11	2004	Classic Cars	USA
10349	1336.68	12	2004	Classic Cars	USA
10358	2985.84	12	2004	Classic Cars	Spain
10371	5545.8	1	2005	Classic Cars	USA
10383	6089.6	2	2005	Classic Cars	Spain
10394	1789.4	3	2005	Classic Cars	Spain
10412	1082.1	5	2005	Classic Cars	Spain
10425	1030.44	5	2005	Classic Cars	France
10106	3659.32	2	2003	Planes	Italy
10119	2443.6	4	2003	Planes	Austria
10131	2349.9	6	2003	Planes	USA
10143	1646.19	8	2003	Planes	USA
10155	1670.26	10	2003	Planes	Finland
10167	1467.48	10	2003	Planes	Sweden
10178	2748.56	11	2003	Planes	France
10186	1522.4	11	2003	Planes	UK
10198	3255.36	11	2003	Planes	Philippines
10209	3535.03	1	2004	Planes	USA
10222	2608.96	2	2004	Planes	USA
10249	1356.4	5	2004	Planes	USA
10262	1611.36	6	2004	Planes	Spain
10274	2603.2	7	2004	Planes	USA
10284	2219.7	8	2004	Planes	Norway
10296	1496.25	9	2004	Planes	Germany
10307	1884	10	2004	Planes	USA
10316	2166.14	11	2004	Planes	UK
10328	2828.16	11	2004	Planes	Italy
10339	6214.45	11	2004	Planes	Japan
10351	1867	12	2004	Planes	UK
10373	2676.72	1	2005	Planes	Finland
10386	2182.44	3	2005	Planes	Spain
10398	1611.4	3	2005	Planes	France
10400	1479.84	4	2005	Planes	USA
10415	1424.22	5	2005	Planes	Australia
10110	5942.28	3	2003	Classic Cars	UK
10124	2348.75	5	2003	Classic Cars	USA
10148	4392.12	9	2003	Classic Cars	Australia
10161	2759.75	10	2003	Classic Cars	Denmark
10173	2728.03	11	2003	Classic Cars	Italy
10182	2395.8	11	2003	Classic Cars	USA
10192	3052.33	11	2003	Classic Cars	USA
10204	4242	12	2003	Classic Cars	USA
