Sta_ID	Depth_ID	Depthm	T_degC	O2Sat	Salnty
042.0 068.0	19-4910BD-HY-279-0412-04200680-0050A-7	50	13.78	96.8	32.823
042.0 068.0	19-4910BD-HY-279-0412-04200680-0068A-3	68	11.75	91.5	33.01
042.0 068.0	19-4910BD-HY-279-0412-04200680-0075A-7	75	11.11	87.4	33.088
042.0 068.0	19-4910BD-HY-279-0412-04200680-0100A-7	100	9.33	71.9	33.379
042.0 068.0	19-4910BD-HY-279-0412-04200680-0101A-3	101	9.28	71.2	33.39
042.0 068.0	19-4910BD-HY-279-0412-04200680-0125A-7	125	8.7	59.1	33.619
042.0 068.0	19-4910BD-HY-279-0412-04200680-0134A-3	134	8.61	54.9	33.69
042.0 068.0	19-4910BD-HY-279-0412-04200680-0150A-7	150	8.31	48.4	33.789
042.0 068.0	19-4910BD-HY-279-0412-04200680-0199A-3	199	7.47	32.4	34.0
042.0 068.0	19-4910BD-HY-279-0412-04200680-0200A-7	200	7.45	32.1	34.002
042.0 068.0	19-4910BD-HY-279-0412-04200680-0250A-7	250	6.75	20.7	34.101
042.0 068.0	19-4910BD-HY-279-0412-04200680-0300A-7	300	6.16	16.9	34.16
042.0 068.0	19-4910BD-HY-279-0412-04200680-0390A-3	390	5.42	13.2	34.16
042.0 068.0	19-4910BD-HY-279-0412-04200680-0400A-7	400	5.37	12.7	34.166
042.0 068.0	19-4910BD-HY-279-0412-04200680-0500A-7	500	4.97	8.4	34.216
042.0 068.0	19-4910BD-HY-279-0412-04200680-0509A-3	509	4.94	8.1	34.22
042.0 068.0	19-4910BD-HY-279-0412-04200680-0600A-7	600	4.58	7.8	34.257
042.0 068.0	19-4910BD-HY-279-0412-04200680-0700A-7	700	4.22	7.6	34.296
042.0 068.0	19-4910BD-HY-279-0412-04200680-0737A-3	737	4.09	7.4	34.31
042.0 068.0	19-4910BD-HY-279-0412-04200680-0800A-7	800	3.91	7.1	34.337
042.0 068.0	19-4910BD-HY-279-0412-04200680-0900A-7	900	3.66	6.5	34.382
042.0 068.0	19-4910BD-HY-279-0412-04200680-1000A-7	1000	3.45	6.1	34.427
042.0 068.0	19-4910BD-HY-279-0412-04200680-1029A-3	1029	3.4	5.9	34.44
042.0 068.0	19-4910BD-HY-279-0412-04200680-1208A-3	1208	3.08	5.5	34.41
041.0 077.0	19-4910BD-HY-279-1118-04100770-0000B-3	0	17.2	100.2	32.57
041.0 077.0	19-4910BD-HY-279-1118-04100770-0010A-3	10	17.21	99.5	32.59
041.0 077.0	19-4910BD-HY-279-1118-04100770-0020A-7	20	17.24	100.2	32.618
041.0 077.0	19-4910BD-HY-279-1118-04100770-0024A-3	24	17.25	100.4	32.63
041.0 077.0	19-4910BD-HY-279-1118-04100770-0030A-7	30	16.67	102.1	32.651
041.0 077.0	19-4910BD-HY-279-1118-04100770-0049A-3	49	14.08	105.5	32.74
041.0 077.0	19-4910BD-HY-279-1118-04100770-0050A-7	50	13.94	105.0	32.738
041.0 077.0	19-4910BD-HY-279-1118-04100770-0075A-7	75	10.85	95.7	32.831
041.0 077.0	19-4910BD-HY-279-1118-04100770-0098A-3	98	8.7	87.8	32.84
041.0 077.0	19-4910BD-HY-279-1118-04100770-0100A-7	100	8.68	87.0	32.874
041.0 077.0	19-4910BD-HY-279-1118-04100770-0125A-7	125	8.39	76.5	33.238
041.0 077.0	19-4910BD-HY-279-1118-04100770-0146A-3	146	8.15	65.7	33.46
041.0 077.0	19-4910BD-HY-279-1118-04100770-0150A-7	150	8.12	63.5	33.494
041.0 077.0	19-4910BD-HY-279-1118-04100770-0200A-7	200	7.71	40.9	33.833
041.0 077.0	19-4910BD-HY-279-1118-04100770-0250A-7	250	7.35	30.4	34.024
041.0 077.0	19-4910BD-HY-279-1118-04100770-0290A-3	290	7.09	26.9	34.07
041.0 077.0	19-4910BD-HY-279-1118-04100770-0300A-7	300	7.0	26.0	34.085
041.0 077.0	19-4910BD-HY-279-1118-04100770-0384A-3	384	6.23	20.9	34.16
041.0 077.0	19-4910BD-HY-279-1118-04100770-0400A-7	400	6.11	19.9	34.16
041.0 077.0	19-4910BD-HY-279-1118-04100770-0500A-7	500	5.45	13.9	34.16
041.0 077.0	19-4910BD-HY-279-1118-04100770-0600A-7	600	4.88	9.6	34.272
041.0 077.0	19-4910BD-HY-279-1118-04100770-0700A-7	700	4.42	7.9	34.306
041.0 077.0	19-4910BD-HY-279-1118-04100770-0800A-7	800	4.07	6.2	34.326
041.0 077.0	19-4910BD-HY-279-1118-04100770-0854A-3	854	3.93	5.3	34.33
041.0 077.0	19-4910BD-HY-279-1118-04100770-0900A-7	900	3.82	5.9	34.343
041.0 077.0	19-4910BD-HY-279-1118-04100770-1000A-7	1000	3.57	7.0	34.372
041.0 077.0	19-4910BD-HY-279-1118-04100770-1100A-7	1100	3.33	8.2	34.401
041.0 077.0	19-4910BD-HY-279-1118-04100770-1194A-3	1194	3.1	9.4	34.43
042.0 068.0	19-4911BD-HY-317-0630-04200680-0000B-3	0	14.89	85.5	32.74
042.0 068.0	19-4911BD-HY-317-0630-04200680-0010A-7	10	14.77	91.5	32.74
042.0 068.0	19-4911BD-HY-317-0630-04200680-0012A-3	12	14.75	92.6	32.74
042.0 068.0	19-4911BD-HY-317-0630-04200680-0020A-7	20	14.76	91.8	32.74
042.0 068.0	19-4911BD-HY-317-0630-04200680-0028A-3	28	14.76	91.1	32.74
042.0 068.0	19-4911BD-HY-317-0630-04200680-0030A-7	30	14.76	91.3	32.74
042.0 068.0	19-4911BD-HY-317-0630-04200680-0050A-7	50	14.73	94.0	32.74
042.0 068.0	19-4911BD-HY-317-0630-04200680-0054A-3	54	14.73	94.8	32.74
042.0 068.0	19-4911BD-HY-317-0630-04200680-0075A-7	75	13.47	94.6	32.781
042.0 068.0	19-4911BD-HY-317-0630-04200680-0082A-3	82	12.84	94.1	32.82
042.0 068.0	19-4911BD-HY-317-0630-04200680-0100A-7	100	10.73	84.0	33.046
042.0 068.0	19-4911BD-HY-317-0630-04200680-0108A-3	108	9.81	79.0	33.17
042.0 068.0	19-4911BD-HY-317-0630-04200680-0125A-7	125	8.86	73.4	33.308
042.0 068.0	19-4911BD-HY-317-0630-04200680-0150A-7	150	8.09	66.0	33.462
042.0 068.0	19-4911BD-HY-317-0630-04200680-0162A-3	162	8.0	62.8	33.51
042.0 068.0	19-4911BD-HY-317-0630-04200680-0200A-7	200	7.41	44.0	33.84
042.0 068.0	19-4911BD-HY-317-0630-04200680-0214A-3	214	7.27	37.2	33.95
042.0 068.0	19-4911BD-HY-317-0630-04200680-0250A-7	250	6.85	32.5	33.976
042.0 068.0	19-4911BD-HY-317-0630-04200680-0300A-7	300	6.33	25.9	34.027
042.0 068.0	19-4911BD-HY-317-0630-04200680-0318A-3	318	6.16	23.6	34.05
042.0 068.0	19-4911BD-HY-317-0630-04200680-0400A-7	400	5.45	17.1	34.099
042.0 068.0	19-4911BD-HY-317-0630-04200680-0420A-3	420	5.31	16.0	34.11
042.0 068.0	19-4911BD-HY-317-0630-04200680-0500A-7	500	4.95	10.9	34.174
042.0 068.0	19-4911BD-HY-317-0630-04200680-0600A-7	600	4.65	6.3	34.253
042.0 068.0	19-4911BD-HY-317-0630-04200680-0622A-3	622	4.61	5.6	34.27
042.0 068.0	19-4911BD-HY-317-0630-04200680-0700A-7	700	4.34	6.1	34.32
042.0 068.0	19-4911BD-HY-317-0630-04200680-0800A-7	800	4.03	6.6	34.375
042.0 068.0	19-4911BD-HY-317-0630-04200680-0900A-7	900	3.74	7.2	34.421
042.0 068.0	19-4911BD-HY-317-0630-04200680-0923A-3	923	3.68	7.3	34.43
042.0 068.0	19-4911BD-HY-317-0630-04200680-1000A-7	1000	3.54	7.2	34.448
042.0 068.0	19-4911BD-HY-317-0630-04200680-1100A-7	1100	3.37	6.9	34.473
042.0 068.0	19-4911BD-HY-317-0630-04200680-1200A-7	1200	3.19	6.6	34.498
042.0 068.0	19-4911BD-HY-317-0630-04200680-1249A-3	1249	3.1	6.4	34.51
041.0 077.0	19-4911BD-HY-317-1342-04100770-0000B-3	0	14.35	96.1	32.95
041.0 077.0	19-4911BD-HY-317-1342-04100770-0010A-3	10	14.23	88.4	32.95
041.0 077.0	19-4911BD-HY-317-1342-04100770-0020A-7	20	14.22	91.9	32.95
041.0 077.0	19-4911BD-HY-317-1342-04100770-0024A-3	24	14.22	94.5	32.95
041.0 077.0	19-4911BD-HY-317-1342-04100770-0030A-7	30	13.87	94.2	32.964
041.0 077.0	19-4911BD-HY-317-1342-04100770-0048A-3	48	12.34	92.0	33.01
041.0 077.0	19-4911BD-HY-317-1342-04100770-0050A-7	50	12.13	91.5	33.01
041.0 077.0	19-4911BD-HY-317-1342-04100770-0072A-3	72	10.16	83.9	33.01
041.0 077.0	19-4911BD-HY-317-1342-04100770-0075A-7	75	10.05	82.8	33.043
041.0 077.0	19-4911BD-HY-317-1342-04100770-0096A-3	96	9.68	74.1	33.31
041.0 077.0	19-4911BD-HY-317-1342-04100770-0100A-7	100	9.63	72.5	33.342
041.0 077.0	19-4911BD-HY-317-1342-04100770-0125A-7	125	9.32	62.8	33.511
041.0 077.0	19-4911BD-HY-317-1342-04100770-0143A-3	143	9.08	56.1	33.6
041.0 077.0	19-4911BD-HY-317-1342-04100770-0150A-7	150	8.9	53.3	33.653
041.0 077.0	19-4911BD-HY-317-1342-04100770-0190A-3	190	7.82	39.5	33.93
041.0 077.0	19-4911BD-HY-317-1342-04100770-0200A-7	200	7.67	37.6	33.929
041.0 077.0	19-4911BD-HY-317-1342-04100770-0250A-7	250	7.1	30.6	33.962
041.0 077.0	19-4911BD-HY-317-1342-04100770-0284A-3	284	6.9	28.3	34.02
041.0 077.0	19-4911BD-HY-317-1342-04100770-0300A-7	300	6.77	26.3	34.032
041.0 077.0	19-4911BD-HY-317-1342-04100770-0379A-3	379	6.19	17.9	34.08
041.0 077.0	19-4911BD-HY-317-1342-04100770-0400A-7	400	6.04	16.4	34.089
041.0 077.0	19-4911BD-HY-317-1342-04100770-0500A-7	500	5.39	11.2	34.128
041.0 077.0	19-4911BD-HY-317-1342-04100770-0563A-3	563	5.02	9.4	34.15
041.0 077.0	19-4911BD-HY-317-1342-04100770-0600A-7	600	4.92	8.8	34.168
041.0 077.0	19-4911BD-HY-317-1342-04100770-0700A-7	700	4.63	7.4	34.218
041.0 077.0	19-4911BD-HY-317-1342-04100770-0800A-7	800	4.35	5.9	34.269
041.0 077.0	19-4911BD-HY-317-1342-04100770-0843A-3	843	4.93	5.5	34.33
041.0 077.0	19-4911BD-HY-317-1342-04100770-0900A-7	900	4.07	5.9	34.321
041.0 077.0	19-4911BD-HY-317-1342-04100770-1000A-7	1000	3.79	6.9	34.374
041.0 077.0	19-4911BD-HY-317-1342-04100770-1100A-7	1100	3.51	8.0	34.428
041.0 077.0	19-4911BD-HY-317-1342-04100770-1157A-3	1157	3.35	8.5	34.46
039.0 096.0	19-4911BD-HY-318-0506-03900960-0000B-3	0	14.77	99.1	32.47
039.0 096.0	19-4911BD-HY-318-0506-03900960-0010A-7	10	14.63	97.2	32.47
039.0 096.0	19-4911BD-HY-318-0506-03900960-0011A-3	11	14.62	97.0	32.47
039.0 096.0	19-4911BD-HY-318-0506-03900960-0020A-7	20	14.55	94.3	32.475
039.0 096.0	19-4911BD-HY-318-0506-03900960-0028A-3	28	14.44	92.1	32.48
039.0 096.0	19-4911BD-HY-318-0506-03900960-0030A-7	30	14.36	92.1	32.506
039.0 096.0	19-4911BD-HY-318-0506-03900960-0050A-7	50	13.57	93.0	32.923
039.0 096.0	19-4911BD-HY-318-0506-03900960-0054A-3	54	13.41	93.3	33.04
039.0 096.0	19-4911BD-HY-318-0506-03900960-0075A-7	75	9.37	90.0	32.811
039.0 096.0	19-4911BD-HY-318-0506-03900960-0081A-3	81	8.24	88.6	32.76
039.0 096.0	19-4911BD-HY-318-0506-03900960-0100A-7	100	7.84	85.4	32.939
039.0 096.0	19-4911BD-HY-318-0506-03900960-0108A-3	108	7.67	82.8	32.97
039.0 096.0	19-4911BD-HY-318-0506-03900960-0125A-7	125	7.8	76.2	33.157
039.0 096.0	19-4911BD-HY-318-0506-03900960-0150A-7	150	8.03	65.2	33.435
039.0 096.0	19-4911BD-HY-318-0506-03900960-0162A-3	162	8.16	59.3	33.57
039.0 096.0	19-4911BD-HY-318-0506-03900960-0200A-7	200	7.4	44.0	33.863
039.0 096.0	19-4911BD-HY-318-0506-03900960-0215A-3	215	7.01	38.9	33.95
039.0 096.0	19-4911BD-HY-318-0506-03900960-0250A-7	250	6.55	32.8	33.951
039.0 096.0	19-4911BD-HY-318-0506-03900960-0300A-7	300	6.08	27.7	33.986
039.0 096.0	19-4911BD-HY-318-0506-03900960-0319A-3	319	5.96	26.8	34.01
039.0 096.0	19-4911BD-HY-318-0506-03900960-0400A-7	400	5.37	17.5	34.073
039.0 096.0	19-4911BD-HY-318-0506-03900960-0422A-3	422	5.24	15.2	34.09
039.0 096.0	19-4911BD-HY-318-0506-03900960-0500A-7	500	4.86	10.5	34.135
039.0 096.0	19-4911BD-HY-318-0506-03900960-0600A-7	600	4.49	7.2	34.187
039.0 096.0	19-4911BD-HY-318-0506-03900960-0627A-3	627	4.41	6.8	34.2
039.0 096.0	19-4911BD-HY-318-0506-03900960-0700A-7	700	4.18	6.3	34.244
039.0 096.0	19-4911BD-HY-318-0506-03900960-0800A-7	800	3.9	5.6	34.304
039.0 096.0	19-4911BD-HY-318-0506-03900960-0900A-7	900	3.67	4.9	34.362
039.0 096.0	19-4911BD-HY-318-0506-03900960-0932A-3	932	3.6	4.7	34.38
039.0 096.0	19-4911BD-HY-318-0506-03900960-1000A-7	1000	3.48	5.8	34.409
039.0 096.0	19-4911BD-HY-318-0506-03900960-1100A-7	1100	3.31	7.3	34.451
039.0 096.0	19-4911BD-HY-318-0506-03900960-1200A-7	1200	3.14	8.8	34.494
039.0 096.0	19-4911BD-HY-318-0506-03900960-1261A-3	1261	3.04	9.8	34.52
036.7 115.0	19-4911BD-HY-318-2130-03671150-0000B-3	0	16.0	94.8	32.66
036.7 115.0	19-4911BD-HY-318-2130-03671150-0010A-7	10	15.8	96.3	32.66
036.7 115.0	19-4911BD-HY-318-2130-03671150-0011A-3	11	15.78	96.5	32.66
036.7 115.0	19-4911BD-HY-318-2130-03671150-0020A-7	20	15.73	96.7	32.66
036.7 115.0	19-4911BD-HY-318-2130-03671150-0028A-3	28	15.71	97.0	32.66
036.7 115.0	19-4911BD-HY-318-2130-03671150-0030A-7	30	15.69	97.0	32.665
036.7 115.0	19-4911BD-HY-318-2130-03671150-0050A-7	50	15.54	96.2	32.711
036.7 115.0	19-4911BD-HY-318-2130-03671150-0054A-3	54	15.51	96.0	32.72
036.7 115.0	19-4911BD-HY-318-2130-03671150-0075A-7	75	12.68	95.9	32.786
036.7 115.0	19-4911BD-HY-318-2130-03671150-0081A-3	81	11.76	95.0	32.83
036.7 115.0	19-4911BD-HY-318-2130-03671150-0100A-7	100	10.08	86.8	32.981
036.7 115.0	19-4911BD-HY-318-2130-03671150-0107A-3	107	9.64	83.4	33.04
036.7 115.0	19-4911BD-HY-318-2130-03671150-0125A-7	125	9.44	78.8	33.223
036.7 115.0	19-4911BD-HY-318-2130-03671150-0150A-7	150	9.17	71.2	33.373
036.7 115.0	19-4911BD-HY-318-2130-03671150-0160A-3	160	9.06	67.8	33.4
036.7 115.0	19-4911BD-HY-318-2130-03671150-0200A-7	200	8.44	46.4	33.748
036.7 115.0	19-4911BD-HY-318-2130-03671150-0214A-3	214	8.21	39.2	33.86
036.7 115.0	19-4911BD-HY-318-2130-03671150-0250A-7	250	7.75	36.8	33.975
036.7 115.0	19-4911BD-HY-318-2130-03671150-0300A-7	300	7.17	33.5	33.996
036.7 115.0	19-4911BD-HY-318-2130-03671150-0315A-3	315	7.02	32.5	34.02
036.7 115.0	19-4911BD-HY-318-2130-03671150-0400A-7	400	6.15	21.2	34.081
036.7 115.0	19-4911BD-HY-318-2130-03671150-0417A-3	417	5.99	18.9	34.09
036.7 115.0	19-4911BD-HY-318-2130-03671150-0500A-7	500	5.42	13.6	34.15
036.7 115.0	19-4911BD-HY-318-2130-03671150-0600A-7	600	4.92	10.1	34.218
036.7 115.0	19-4911BD-HY-318-2130-03671150-0620A-3	620	4.84	9.8	34.23
036.7 115.0	19-4911BD-HY-318-2130-03671150-0700A-7	700	4.54	7.6	34.273
036.7 115.0	19-4911BD-HY-318-2130-03671150-0800A-7	800	4.21	5.8	34.321
036.7 115.0	19-4911BD-HY-318-2130-03671150-0900A-7	900	3.96	4.8	34.362
036.7 115.0	19-4911BD-HY-318-2130-03671150-0921A-3	921	3.91	4.8	34.37
036.7 115.0	19-4911BD-HY-318-2130-03671150-1000A-7	1000	3.73	5.4	34.401
036.7 115.0	19-4911BD-HY-318-2130-03671150-1100A-7	1100	3.51	6.4	34.44
036.7 115.0	19-4911BD-HY-318-2130-03671150-1200A-7	1200	3.29	7.3	34.481
036.7 115.0	19-4911BD-HY-318-2130-03671150-1247A-3	1247	3.18	7.6	34.5
