gender;age;education_level;institution_type;IT_student;location;electricity_supply;financial_condition;internet_type;network_type;class_duration;learning_system;device;adaptivity_level;ID_student
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Computer;Moderate;UN486
Boy;21-25;University;Non Government;Yes;Yes;High;Mid;Mobile Data;3G;01-mar;Yes;Computer;Moderate;UN487
Girl;21-25;University;Non Government;Yes;Yes;High;Mid;Wifi;4G;01-mar;No;Mobile;Low;UN488
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Wifi;3G;01-mar;No;Mobile;Moderate;SN489
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Wifi;4G;01-mar;Yes;Computer;High;UN490
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN491
Boy;16-20;College;Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;CG492
Girl;21-25;University;Non Government;Yes;Yes;Low;Rich;Wifi;4G;03-jun;No;Computer;High;UN493
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UG494
Girl;16-20;College;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN495
Boy;nov-15;School;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SG496
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;01-mar;Yes;Mobile;Moderate;UN497
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;UN498
Boy;21-25;University;Non Government;Yes;No;Low;Mid;Wifi;4G;03-jun;Yes;Computer;Moderate;UN499
Girl;16-20;College;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN500
Girl;16-20;College;Non Government;No;Yes;High;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN501
Girl;16-20;College;Non Government;No;Yes;High;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN502
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;03-jun;Yes;Computer;Low;UN503
Girl;16-20;College;Government;No;No;High;Poor;Mobile Data;4G;01-mar;No;Mobile;Low;CG504
Boy;16-20;College;Government;No;No;High;Poor;Mobile Data;2G;01-mar;No;Mobile;Low;CG505
Girl;06-oct;School;Non Government;No;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;High;SN506
Boy;21-25;University;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;UG507
Girl;16-20;College;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN508
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN509
Girl;16-20;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;SN510
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Tab;Moderate;UN511
Girl;16-20;College;Non Government;No;Yes;High;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN512
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN513
Girl;nov-15;School;Government;No;No;High;Poor;Mobile Data;2G;01-mar;No;Mobile;Low;SG514
Girl;16-20;College;Non Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;CN515
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UG516
Boy;21-25;University;Non Government;Yes;Yes;Low;Rich;Wifi;4G;01-mar;Yes;Computer;High;UN517
Girl;21-25;University;Non Government;Yes;Yes;High;Mid;Wifi;4G;01-mar;No;Mobile;Low;UN518
Boy;21-25;University;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;UG519
Girl;16-20;College;Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;CG520
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN521
Boy;nov-15;School;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SG522
Girl;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;03-jun;Yes;Mobile;Moderate;UN523
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UN524
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Tab;Moderate;UN525
Boy;21-25;University;Non Government;Yes;Yes;High;Mid;Mobile Data;3G;03-jun;Yes;Mobile;Moderate;UN526
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;UN527
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CG528
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN529
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;UN530
Girl;16-20;College;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG531
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UG532
Boy;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN533
Boy;16-20;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SG534
Boy;16-20;University;Government;No;Yes;Low;Mid;Wifi;3G;01-mar;Yes;Computer;Moderate;UG535
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN536
Boy;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN537
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;SN538
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN539
Boy;16-20;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SG540
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN541
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN542
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;CN543
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN544
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN545
Girl;06-oct;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;High;SN546
Boy;nov-15;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SG547
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN548
Boy;26-30;University;Non Government;Yes;Yes;High;Poor;Mobile Data;3G;01-mar;Yes;Computer;Moderate;UN549
Boy;21-25;University;Non Government;Yes;Yes;High;Mid;Mobile Data;3G;03-jun;Yes;Mobile;Moderate;UN550
Girl;16-20;College;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG551
Boy;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;CN552
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN553
Boy;21-25;University;Non Government;Yes;No;Low;Mid;Mobile Data;3G;01-mar;Yes;Computer;Moderate;UN554
Girl;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN555
Girl;26-30;University;Government;No;No;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Low;UG556
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;2G;03-jun;No;Mobile;Moderate;UN557
Girl;21-25;College;Government;No;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;CG558
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN559
Boy;06-oct;School;Non Government;No;Yes;Low;Rich;Wifi;4G;03-jun;No;Mobile;High;SN560
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SN561
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN562
Boy;21-25;University;Government;No;No;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;UG563
Boy;21-25;University;Government;Yes;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;UG564
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;01-mar;No;Computer;Moderate;UN565
Girl;26-30;University;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UG566
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN567
Boy;16-20;College;Government;No;No;High;Poor;Mobile Data;3G;01-mar;No;Mobile;Moderate;CG568
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;03-jun;No;Mobile;Moderate;SN569
Boy;26-30;University;Non Government;Yes;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;UN570
Boy;nov-15;School;Non Government;No;Yes;Low;Rich;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN571
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Wifi;4G;01-mar;Yes;Computer;High;UN572
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;SN573
Girl;16-20;College;Non Government;No;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;CN574
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UG575
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SN576
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UN577
Girl;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;03-jun;Yes;Mobile;Moderate;UN578
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CG579
Boy;21-25;University;Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Computer;Low;UG580
Boy;21-25;University;Government;Yes;Yes;Low;Mid;Wifi;4G;03-jun;No;Computer;Low;UG581
Boy;16-20;College;Government;No;No;High;Poor;Mobile Data;2G;01-mar;No;Mobile;Low;CG582
Boy;16-20;College;Government;Yes;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;CG583
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;Yes;Computer;High;UN584
Girl;21-25;University;Non Government;Yes;No;High;Poor;Wifi;2G;03-jun;Yes;Tab;Low;UN585
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN586
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Computer;Moderate;UN587
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Wifi;3G;03-jun;No;Mobile;Low;UN588
Boy;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;CN589
Boy;16-20;School;Government;No;Yes;Low;Rich;Mobile Data;4G;01-mar;No;Mobile;Moderate;SG590
Girl;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UG591
Boy;26-30;University;Government;Yes;Yes;Low;Rich;Wifi;4G;01-mar;No;Computer;High;UG592
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;03-jun;Yes;Computer;Low;UN593
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN594
Boy;16-20;College;Government;Yes;No;Low;Rich;Wifi;4G;01-mar;No;Mobile;Low;CG595
Boy;26-30;University;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;Yes;Mobile;Moderate;UN596
Boy;21-25;University;Government;No;No;High;Poor;Mobile Data;4G;03-jun;No;Mobile;Moderate;UG597
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;03-jun;No;Mobile;Moderate;SN598
Girl;26-30;University;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UG599
Girl;01-may;School;Government;No;Yes;Low;Rich;Mobile Data;4G;01-mar;Yes;Mobile;Low;SG600
Girl;21-25;University;Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Low;UG601
Girl;21-25;University;Non Government;No;Yes;Low;Rich;Wifi;4G;03-jun;No;Tab;Moderate;UN602
Girl;21-25;College;Government;No;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;CG603
Boy;21-25;University;Government;Yes;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;UG604
Boy;21-25;University;Government;No;No;High;Poor;Mobile Data;4G;03-jun;No;Mobile;Moderate;UG605
Boy;nov-15;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;High;SG606
Girl;16-20;College;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG607
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN608
Boy;01-may;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;SN609
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;SN610
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN611
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Computer;Moderate;UN612
Boy;21-25;University;Government;No;No;High;Mid;Wifi;4G;01-mar;No;Mobile;Low;UG613
Boy;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN614
Girl;06-oct;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;High;SN615
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN616
Girl;06-oct;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN617
Girl;21-25;University;Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Low;UG618
Boy;21-25;University;Non Government;No;Yes;Low;Rich;Wifi;4G;03-jun;No;Computer;High;UN619
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;High;SN620
Girl;21-25;University;Non Government;Yes;No;Low;Mid;Mobile Data;3G;01-mar;Yes;Mobile;Moderate;UN621
Boy;21-25;University;Non Government;Yes;Yes;High;Mid;Mobile Data;3G;03-jun;Yes;Mobile;Moderate;UN622
Girl;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN623
Boy;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Low;SN624
Boy;nov-15;School;Non Government;No;Yes;High;Mid;Wifi;4G;01-mar;No;Computer;Low;SN625
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CG626
Boy;nov-15;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;High;SG627
Boy;06-oct;School;Non Government;No;Yes;Low;Rich;Wifi;4G;03-jun;No;Mobile;High;SN628
Boy;26-30;University;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;UG629
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN630
Girl;16-20;College;Non Government;No;No;High;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CN631
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;UN632
Girl;16-20;University;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;UN633
Girl;21-25;University;Government;No;Yes;Low;Mid;Wifi;3G;01-mar;Yes;Mobile;Low;UG634
Boy;nov-15;School;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SG635
Girl;26-30;University;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UG636
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN637
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN638
Boy;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN639
Boy;nov-15;School;Non Government;No;Yes;Low;Rich;Mobile Data;4G;01-mar;No;Mobile;High;SN640
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN641
Boy;16-20;College;Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CG642
Girl;06-oct;School;Non Government;No;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;High;SN643
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;SN644
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN645
Boy;26-30;University;Government;No;No;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Low;UG646
Boy;26-30;University;Government;Yes;No;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;UG647
Boy;21-25;University;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;Yes;Mobile;High;UN648
Boy;16-20;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SG649
Girl;nov-15;School;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SG650
Boy;26-30;University;Government;Yes;No;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;UG651
Boy;16-20;College;Government;Yes;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG652
Girl;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UG653
Boy;21-25;University;Non Government;Yes;Yes;High;Mid;Wifi;4G;03-jun;Yes;Computer;Low;UN654
Boy;nov-15;School;Non Government;No;Yes;Low;Rich;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN655
Boy;nov-15;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;High;SG656
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN657
Girl;16-20;University;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;UN658
Girl;16-20;University;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;Yes;Mobile;Low;UG659
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SN660
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN661
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SN662
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN663
Boy;21-25;University;Non Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;UN664
Girl;16-20;University;Non Government;Yes;No;Low;Mid;Mobile Data;3G;03-jun;Yes;Mobile;Moderate;UN665
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;SN666
Girl;nov-15;School;Government;No;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;Moderate;SG667
Boy;26-30;University;Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Low;UG668
Boy;nov-15;School;Non Government;No;Yes;Low;Rich;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN669
Girl;16-20;College;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN670
Girl;21-25;University;Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UG671
Girl;16-20;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;SN672
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;UN673
Girl;16-20;University;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;Yes;Mobile;Low;UG674
Boy;21-25;University;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;UG675
Boy;21-25;University;Non Government;Yes;No;Low;Mid;Mobile Data;3G;01-mar;Yes;Computer;Moderate;UN676
Boy;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Low;SN677
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN678
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;UN679
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;03-jun;No;Computer;Low;UN680
Girl;06-oct;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;High;SN681
Girl;21-25;University;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;UN682
Boy;26-30;University;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;Yes;Mobile;Moderate;UN683
Boy;nov-15;School;Government;No;No;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SG684
Girl;16-20;College;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN685
Boy;nov-15;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SG686
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Wifi;3G;03-jun;No;Mobile;Low;UN687
Boy;16-20;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SG688
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Wifi;4G;01-mar;Yes;Computer;High;UN689
Boy;26-30;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;03-jun;No;Computer;Moderate;UN690
Boy;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN691
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;03-jun;Yes;Computer;Moderate;UN692
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SN693
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;03-jun;Yes;Mobile;Low;UN694
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;03-jun;No;Mobile;Moderate;SN695
Girl;06-oct;School;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SG696
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;03-jun;Yes;Computer;Low;UN697
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN698
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN699
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN700
Girl;16-20;College;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG701
Girl;nov-15;School;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SG702
Girl;01-may;School;Government;No;Yes;Low;Rich;Mobile Data;4G;01-mar;Yes;Mobile;Low;SG703
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN704
Girl;21-25;University;Non Government;Yes;No;High;Mid;Wifi;4G;01-mar;Yes;Computer;Moderate;UN705
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CN706
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN707
Boy;21-25;University;Non Government;No;Yes;High;Mid;Mobile Data;3G;01-mar;Yes;Mobile;Moderate;UN708
Boy;16-20;College;Government;Yes;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;CG709
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CG710
Boy;21-25;College;Government;Yes;No;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Low;CG711
Boy;16-20;College;Government;Yes;Yes;Low;Mid;Mobile Data;4G;01-mar;Yes;Mobile;Low;CG712
Boy;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN713
Girl;26-30;University;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UG714
Girl;nov-15;School;Non Government;No;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SN715
Girl;nov-15;School;Non Government;No;Yes;Low;Rich;Wifi;3G;01-mar;No;Mobile;High;SN716
Girl;26-30;University;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UG717
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN718
Boy;21-25;University;Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;Yes;Mobile;Moderate;UG719
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN720
Girl;16-20;College;Government;No;No;High;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;CG721
Boy;21-25;University;Non Government;Yes;No;High;Poor;Mobile Data;3G;03-jun;Yes;Mobile;Moderate;UN722
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN723
Girl;16-20;College;Non Government;No;Yes;High;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN724
Boy;16-20;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SG725
Girl;16-20;University;Non Government;Yes;No;Low;Mid;Mobile Data;3G;03-jun;Yes;Mobile;Moderate;UN726
Girl;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN727
Boy;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN728
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN729
Girl;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;03-jun;Yes;Mobile;Moderate;UN730
